Customer_ID,Customer_Age,Gender,City,Region,Customer_Segment,Campaign_ID,Campaign_Name,Campaign_Date,Channel,Campaign_Type,Product_Category,Product,Impressions,Clicks,Leads,Conversions,Marketing_Spend,Revenue,Customer_Acquisition_Cost,Order_Value
CUST-4030,53,Female,Seattle,West,Consumer Budget,CMP-103,Enterprise SaaS LeadGen,2025-05-13,Instagram,Lead Generation,Fitness,UltraFit Smartwatch 5,102756,2702,486.0,68,1519.06,9128.32,22.34,134.24
CUST-3100,46,Male,New York,North East,SMB,CMP-101,Q1 Brand Refresh,2024-02-10,Google Ads,Brand Awareness,Software/SaaS,CloudAnalytics Pro SaaS,56219,2436,298.0,52,1318.52,,25.36,472.84
CUST-9718,51,Male,Dallas,South,Consumer Premium,CMP-103,Enterprise SaaS LeadGen,2024-08-12,Referral,Lead Generation,Home & Living,Adjustable Standing Desk,23421,1239,241.0,40,290.15,18364.4,7.25,459.11
CUST-2826,53,Male,Seattle,West,SMB,CMP-110,Display Banner Remarketing,2024-09-26,Facebook,Retargeting,Home & Living,Ergonomic Executive Chair,115301,3726,369.0,45,2454.8,14078.25,54.55,312.85
CUST-3367,58,Female,Minneapolis,Midwest,Consumer Premium,CMP-105,SmartHome Hub Launch,2024-05-22,Instagram,Product Launch,Home & Living,Adjustable Standing Desk,110567,3819,312.0,44,2426.91,20789.12,55.16,472.48
CUST-6440,54,Male,Minneapolis,Midwest,B2B Enterprise,CMP-107,Cyber November Mega Sale,2025-02-27,Google Ads,Seasonal Sale,Software/SaaS,CloudAnalytics Pro SaaS,10463,562,42.0,5,251.37,2302.6,50.27,460.52
CUST-1121,18,Male,Atlanta,South,Consumer Premium,CMP-110,Display Banner Remarketing,2024-02-19,Google Ads,Retargeting,Fitness,UltraFit Smartwatch 5,150202,5447,558.0,70,1616.24,10558.1,23.09,150.83
CUST-6977,21,Male,Miami,South,SMB,CMP-101,Q1 Brand Refresh,2025-06-27,Facebook,Brand Awareness,Home & Living,Adjustable Standing Desk,69622,2137,247.0,31,1233.36,14631.38,39.79,471.98
CUST-5497,39,Male,Boston,North East,Consumer Budget,CMP-113,High-Spend Experimental Push,2025-03-25,Facebook  ,Brand Awareness,Fitness,UltraFit Smartwatch 5,121314,3590,262.0,6,1459.77,841.86,243.29,140.31
CUST-5901,31,Male,Dallas,South,SMB,CMP-108,Holiday Gift Extravaganza,2024-08-13,Instagram ,Seasonal Sale,Home & Living,Ergonomic Executive Chair,117130,3403,404.0,46,951.06,14640.88,20.68,318.28
CUST-6684,34,Female,Chicago,Midwest,SMB,CMP-113,High-Spend Experimental Push,2024-03-24,Instagram,Brand Awareness,Home & Living,Ergonomic Executive Chair,140960,5132,447.0,12,2796.59,3718.2,233.05,309.85
CUST-6037,39,Female,Detroit,Midwest,Consumer Budget,CMP-114,Low-Budget High-Conversion Niche,2024-10-08,Search,Lead Generation,Apparel,Premium Designer Denim Jacket,15984,850,165.0,56,319.25,5355.84,5.7,95.64
CUST-3430,48,Male,Dallas,South,Consumer Premium,CMP-103,Enterprise SaaS LeadGen,2024-03-18,Email,Lead Generation,Home & Living,Ergonomic Executive Chair,62314,2995,481.0,92,828.7,27187.84,9.01,295.52
CUST-9491,45,Female,Seattle,West,Consumer Premium,CMP-111,Influencer Video Push,2024-08-23,Facebook,Brand Awareness,Home & Living,Adjustable Standing Desk,33067,896,87.0,7,548.08,2917.46,78.3,416.78
CUST-9520,43,Female,Philadelphia,North East,B2B Enterprise,CMP-112,VIP Customer Loyalty Drive,2024-04-03,Facebook,Retargeting,Software/SaaS,CyberSecurity Enterprise Suite,94487,2887,211.0,19,2301.72,22706.9,121.14,1195.1
CUST-5290,19,Female,Seattle,West,Consumer Premium,CMP-113,High-Spend Experimental Push,2024-06-19,Google Ads,Brand Awareness,Home & Living,Adjustable Standing Desk,556257,21287,1617.0,62,7988.68,27195.68,128.85,438.64
CUST-2657,20,Female,San Francisco,West,B2B Enterprise,CMP-113,High-Spend Experimental Push,2025-02-25,Facebook,Brand Awareness,Software/SaaS,CyberSecurity Enterprise Suite,126218,3321,337.0,7,2992.05,8917.72,427.44,1273.96
CUST-1801,22,Male,Dallas,South,B2B Enterprise,CMP-107,Cyber November Mega Sale,2024-08-24,Email,Seasonal Sale,Software/SaaS,CloudAnalytics Pro SaaS,50842,3114,401.0,73,971.63,39943.41,13.31,547.17
CUST-3923,36,Male,Boston,North East,,CMP-110,Display Banner Remarketing,2024-07-29,Search,Retargeting,Home & Living,Ergonomic Executive Chair,15527,877,112.0,20,281.74,5712.4,14.09,285.62
CUST-5863,51,Male,Los Angeles,West,SMB,CMP-108,Holiday Gift Extravaganza,2025-04-07,Instagram,Seasonal Sale,Software/SaaS,CloudAnalytics Pro SaaS,108183,3315,423.0,56,1720.93,27426.0,30.73,489.75
CUST-8362,56,Male,Chicago,Midwest,SMB,CMP-106,Fall Hardware Promo,2024-12-05,YouTube,Seasonal Sale,Software/SaaS,CloudAnalytics Pro SaaS,43472,708,50.0,4,726.93,1848.84,181.73,462.21
CUST-6483,50,Female,Atlanta,South,SMB,CMP-104,Summer Fashion Retargeting,2024-02-19,YouTube,Retargeting,Software/SaaS,CloudAnalytics Pro SaaS,15467,322,38.0,3,227.21,1352.85,75.74,450.95
CUST-3652,32,Female,Miami,South,B2B Enterprise,CMP-102,Spring Tech Blowout,2025-06-03,YouTube,Seasonal Sale,Software/SaaS,CloudAnalytics Pro SaaS,38231,659,61.0,7,884.77,3816.54,126.4,545.22
CUST-7141,40,Male,Detroit,Midwest,Consumer Budget,CMP-101,Q1 Brand Refresh,2025-01-17,Facebook,Brand Awareness,Electronics,4K UltraHD Streamer Box,120255,2854,213.0,20,1756.87,2451.0,87.84,122.55
CUST-6521,47,Male,Minneapolis,Midwest,Consumer Budget,CMP-108,Holiday Gift Extravaganza,2024-08-24,YouTube,Seasonal Sale,Apparel,Premium Designer Denim Jacket,127466,1872,182.0,18,1428.36,1482.48,79.35,82.36
CUST-2366,44,Male,Minneapolis,Midwest,SMB,CMP-114,Low-Budget High-Conversion Niche,2024-08-23,Search,Lead Generation,Home & Living,Ergonomic Executive Chair,24279,1190,243.0,95,469.39,30782.85,4.94,324.03
CUST-3448,29,Female,Seattle,West,Consumer Premium,CMP-112,VIP Customer Loyalty Drive,2024-05-23,Search,Retargeting,Home & Living,Adjustable Standing Desk,70941,3694,279.0,47,1570.12,21902.0,33.41,466.0
CUST-4966,31,Male,Minneapolis,Midwest,Consumer Premium,CMP-114,Low-Budget High-Conversion Niche,2025-05-30,Facebook,Lead Generation,Home & Living,Ergonomic Executive Chair,71486,2305,362.0,93,945.23,27922.32,10.16,300.24
CUST-9041,45,Male,Boston,North East,SMB,CMP-108,Holiday Gift Extravaganza,2024-01-10,Facebook,Seasonal Sale,Home & Living,Adjustable Standing Desk,121166,3573,356.0,41,1485.79,19697.63,36.24,480.43
CUST-1228,22,Female,Dallas,South,Consumer Premium,CMP-106,Fall Hardware Promo,2025-02-18,Referral,Seasonal Sale,Electronics,Smart noise-canceling Headphones,20330,819,99.0,20,265.8,4197.4,13.29,209.87
CUST-8797,40,Male,Boston,North East,SMB,CMP-105,SmartHome Hub Launch,2024-05-28,Email  ,Product Launch,Software/SaaS,CloudAnalytics Pro SaaS,38775,2241,205.0,37,683.06,18881.84,18.46,510.32
CUST-1441,58,Female,San Francisco,West,Consumer Premium,CMP-106,Fall Hardware Promo,2024-04-09,Facebook,Seasonal Sale,Home & Living,Adjustable Standing Desk,179320,5987,485.0,50,1700.65,24545.0,34.01,490.9
CUST-4767,33,Female,San Francisco,West,Consumer Budget,CMP-102,Spring Tech Blowout,2024-04-09,Google Ads,Seasonal Sale,Electronics,4K UltraHD Streamer Box,32763,1641,149.0,19,328.61,2378.8,17.3,125.2
CUST-9385,38,Male,Minneapolis,Midwest,Consumer Budget,CMP-105,SmartHome Hub Launch,2024-08-23,Google Ads,Product Launch,Electronics,4K UltraHD Streamer Box,75707,2824,350.0,49,1576.35,6949.18,32.17,141.82
CUST-1095,34,Male,Minneapolis,Midwest,SMB,CMP-113,High-Spend Experimental Push,2025-03-17,Google Ads,Brand Awareness,Software/SaaS,CloudAnalytics Pro SaaS,76920,4089,482.0,15,1297.55,7616.1,86.5,507.74
CUST-1826,31,Male,Los Angeles,West,Consumer Budget,CMP-111,Influencer Video Push,2025-02-14,YouTube,Brand Awareness,Fitness,UltraFit Smartwatch 5,71789,1308,119.0,13,1192.13,2128.23,91.7,163.71
CUST-2172,22,Male,San Francisco,West,Consumer Premium,CMP-112,VIP Customer Loyalty Drive,2025-03-29,Google Ads,Retargeting,Fitness,UltraFit Smartwatch 5,100389,4962,570.0,75,1839.66,10059.0,24.53,134.12
CUST-3419,26,Female,Chicago,Midwest,SMB,CMP-105,SmartHome Hub Launch,2024-06-27,Instagram,Product Launch,Home & Living,Ergonomic Executive Chair,16627,483,52.0,6,392.37,1704.42,65.39,284.07
CUST-5266,29,Female,Chicago,Midwest,B2B Enterprise,CMP-110,Display Banner Remarketing,2024-12-04,Search,Retargeting,Software/SaaS,CloudAnalytics Pro SaaS,291314,16329,1825.0,283,3103.57,131416.71,10.97,464.37
CUST-2699,41,Female,Chicago,Midwest,Consumer Budget,CMP-114,Low-Budget High-Conversion Niche,2024-04-03,Facebook,Lead Generation,Fitness,UltraFit Smartwatch 5,7650,207,40.0,10,128.31,1524.3,12.83,152.43
CUST-2491,46,Female,Philadelphia,North East,Consumer Premium,CMP-109,Email Newsletter Nurture,2024-10-13,Google Ads,Lead Generation,Home & Living,Ergonomic Executive Chair,65033,3473,789.0,127,1561.94,41302.94,12.3,325.22
CUST-7952,56,Male,San Francisco,West,Consumer Premium,CMP-111,Influencer Video Push,2024-01-24,Facebook,Brand Awareness,Home & Living,Ergonomic Executive Chair,66416,1887,161.0,18,1347.12,5297.94,74.84,294.33
CUST-6689,47,Female,Seattle,West,SMB,CMP-102,Spring Tech Blowout,2024-10-12,Instagram ,Seasonal Sale,Home & Living,Adjustable Standing Desk,80393,2861,368.0,39,1505.39,16467.75,38.6,422.25
CUST-6343,30,Male,New York,North East,Consumer Premium,CMP-107,Cyber November Mega Sale,2024-01-11,instagram,Seasonal Sale,Home & Living,Adjustable Standing Desk,55418,1805,,23,1351.34,9533.96,58.75,414.52
CUST-2896,23,Female,Atlanta,South,Consumer Budget,CMP-101,Q1 Brand Refresh,2025-04-26,Search,Brand Awareness,Apparel,Premium Designer Denim Jacket,122478,7244,724.0,130,2327.58,12603.5,17.9,96.95
CUST-3308,29,Female,Los Angeles,West,SMB,CMP-101,Q1 Brand Refresh,2024-03-25,Instagram,Brand Awareness,Home & Living,Ergonomic Executive Chair,170778,6304,593.0,73,1740.43,23441.03,23.84,321.11
CUST-7861,42,Female,Miami,South,Consumer Premium,CMP-103,Enterprise SaaS LeadGen,2025-03-20,Instagram,Lead Generation,Home & Living,Adjustable Standing Desk,163776,4972,919.0,136,2373.37,62672.88,17.45,460.83
CUST-5713,32,Female,Miami,South,B2B Enterprise,CMP-102,Spring Tech Blowout,2025-03-01,YouTube,Seasonal Sale,Software/SaaS,CloudAnalytics Pro SaaS,17088,253,26.0,2,203.81,916.56,101.91,458.28
CUST-8097,39,Female,San Francisco,West,B2B Enterprise,CMP-111,Influencer Video Push,2024-09-15,Google Ads,Brand Awareness,Software/SaaS,CloudAnalytics Pro SaaS,40530,1885,,34,884.17,16923.16,26.0,497.74
CUST-5373,37,Female,Chicago,Midwest,B2B Enterprise,CMP-114,Low-Budget High-Conversion Niche,2024-12-04,Instagram,Lead Generation,Software/SaaS,CloudAnalytics Pro SaaS,6899,206,50.0,14,158.59,7357.84,11.33,525.56
CUST-4141,56,Female,Dallas,South,Consumer Premium,CMP-105,SmartHome Hub Launch,2025-02-11,Display,Product Launch,Fitness,UltraFit Smartwatch 5,24854,296,32.0,2,340.95,322.6,170.47,161.3
CUST-7393,31,Male,San Francisco,West,B2B Enterprise,CMP-112,VIP Customer Loyalty Drive,2024-03-10,Search,Retargeting,Software/SaaS,CloudAnalytics Pro SaaS,39282,2015,151.0,20,559.72,10030.8,27.99,501.54
CUST-1386,30,Female,Detroit,Midwest,Consumer Premium,CMP-109,Email Newsletter Nurture,2025-05-07,Email,Lead Generation,Home & Living,Ergonomic Executive Chair,70804,4835,1082.0,183,1248.82,54294.27,6.82,296.69
CUST-8189,41,Male,Miami,South,Consumer Premium,CMP-105,SmartHome Hub Launch,2024-06-05,Google Ads,Product Launch,Electronics,Smart noise-canceling Headphones,11107,420,35.0,4,134.2,720.96,33.55,180.24
CUST-9725,30,Female,San Francisco,West,Consumer Budget,CMP-101,Q1 Brand Refresh,2025-03-26,Search,Brand Awareness,Fitness,UltraFit Smartwatch 5,96970,4038,349.0,56,1365.47,8618.4,24.38,153.9
CUST-9932,31,Female,Boston,North East,Consumer Premium,CMP-103,Enterprise SaaS LeadGen,2024-07-11,Display,Lead Generation,Fitness,UltraFit Smartwatch 5,90741,1057,196.0,15,1037.54,2421.6,69.17,161.44
CUST-9283,41,Male,Chicago,Midwest,SMB,CMP-104,Summer Fashion Retargeting,2024-05-13,Instagram,Retargeting,Home & Living,Ergonomic Executive Chair,195857,6848,659.0,76,2390.43,22523.36,31.45,296.36
CUST-3198,33,Female,Los Angeles,West,Consumer Premium,CMP-112,VIP Customer Loyalty Drive,2024-11-06,Google Ads,Retargeting,Home & Living,Adjustable Standing Desk,115383,4703,405.0,72,2369.59,,32.91,437.92
CUST-7296,31,Female,Boston,North East,Consumer Premium,CMP-104,Summer Fashion Retargeting,2024-07-08,Search,Retargeting,Home & Living,Ergonomic Executive Chair,42280,2113,235.0,31,973.7,8713.17,31.41,281.07
CUST-9446,27,Male,Seattle,West,Consumer Premium,CMP-107,Cyber November Mega Sale,2024-08-03,Google Ads,Seasonal Sale,Fitness,UltraFit Smartwatch 5,226624,11144,974.0,135,2277.58,18670.5,16.87,138.3
CUST-8242,31,Female,Atlanta,South,SMB,CMP-106,Fall Hardware Promo,2024-03-24,Facebook,Seasonal Sale,Software/SaaS,CloudAnalytics Pro SaaS,84812,2782,228.0,29,1781.94,15161.49,61.45,522.81
CUST-3456,45,Female,Atlanta,South,Consumer Budget,CMP-103,Enterprise SaaS LeadGen,2024-06-25,Instagram,Lead Generation,Electronics,4K UltraHD Streamer Box,172650,5531,787.0,103,2245.01,13376.61,21.8,129.87
CUST-6642,52,Female,Detroit,Midwest,Consumer Budget,CMP-112,VIP Customer Loyalty Drive,2025-06-29,Google Ads,Retargeting,Apparel,Premium Designer Denim Jacket,69876,3026,314.0,51,1384.84,4542.06,27.15,89.06
CUST-5577,41,Male,Chicago,Midwest,B2B Enterprise,CMP-101,Q1 Brand Refresh,2024-09-06,Instagram,Brand Awareness,Software/SaaS,CyberSecurity Enterprise Suite,74785,2340,184.0,23,1839.37,26641.82,79.97,1158.34
CUST-3730,31,Female,Boston,North East,Consumer Budget,CMP-104,Summer Fashion Retargeting,2024-02-15,Facebook,Retargeting,Fitness,UltraFit Smartwatch 5,173464,5355,472.0,45,2449.38,7151.85,54.43,158.93
CUST-9374,39,Male,Minneapolis,Midwest,SMB,CMP-107,Cyber November Mega Sale,2025-02-04,Referral,Seasonal Sale,Software/SaaS,CloudAnalytics Pro SaaS,75537,3663,,84,1516.96,43233.12,18.06,514.68
CUST-8637,55,Non-Binary,Boston,North East,B2B Enterprise,CMP-104,Summer Fashion Retargeting,2024-01-02,Instagram,Retargeting,Software/SaaS,CloudAnalytics Pro SaaS,42756,1107,98.0,13,711.53,6556.94,54.73,504.38
CUST-4327,40,Female,Detroit,Midwest,SMB,CMP-106,Fall Hardware Promo,2024-09-06,Search,Seasonal Sale,Software/SaaS,CloudAnalytics Pro SaaS,24583,1297,133.0,22,394.55,10990.76,17.93,499.58
CUST-6915,37,Female,Philadelphia,North East,SMB,CMP-102,Spring Tech Blowout,2025-03-31,Search,Seasonal Sale,Software/SaaS,CloudAnalytics Pro SaaS,246058,14766,1263.0,170,2342.79,92610.9,13.78,544.77
CUST-9414,44,Female,Minneapolis,Midwest,Consumer Budget,CMP-110,Display Banner Remarketing,2024-03-22,Google Ads,Retargeting,Fitness,UltraFit Smartwatch 5,102217,4189,377.0,59,1411.52,8247.02,23.92,139.78
CUST-6668,47,Non-Binary,Chicago,Midwest,SMB,CMP-107,Cyber November Mega Sale,2024-11-19,Instagram,Seasonal Sale,Home & Living,Ergonomic Executive Chair,205893,6853,585.0,68,2513.33,20094.0,36.96,295.5
CUST-3722,43,Male,Minneapolis,Midwest,SMB,CMP-110,Display Banner Remarketing,2024-02-15,Google Ads,Retargeting,Software/SaaS,CloudAnalytics Pro SaaS,11852,436,34.0,4,149.19,1804.68,37.3,451.17
CUST-7661,34,Male,Philadelphia,North East,B2B Enterprise,CMP-110,Display Banner Remarketing,2025-01-25,Facebook,Retargeting,Software/SaaS,CloudAnalytics Pro SaaS,102498,2986,346.0,45,1116.22,24097.5,24.8,535.5
CUST-8296,58,Male,Atlanta,South,Consumer Budget,CMP-106,Fall Hardware Promo,2024-03-05,YouTube,Seasonal Sale,Electronics,4K UltraHD Streamer Box,46626,765,89.0,7,945.43,889.77,135.06,127.11
CUST-3522,40,Male,Chicago,Midwest,Consumer Budget,CMP-105,SmartHome Hub Launch,2024-06-25,Google Ads,Product Launch,Apparel,Premium Designer Denim Jacket,36922,1827,236.0,37,829.07,3163.13,22.41,85.49
CUST-1461,50,Male,Miami,South,Consumer Budget,CMP-108,Holiday Gift Extravaganza,2024-07-21,Search,Seasonal Sale,Apparel,Premium Designer Denim Jacket,16388,800,103.0,15,331.64,1265.25,22.11,84.35
CUST-1253,39,Male,Los Angeles,West,SMB,CMP-113,High-Spend Experimental Push,2025-04-06,YouTube,Brand Awareness,Home & Living,Ergonomic Executive Chair,109239,1909,150.0,3,2586.51,923.85,862.17,307.95
CUST-8043,46,Female,Los Angeles,West,B2B Enterprise,CMP-101,Q1 Brand Refresh,2024-09-16,Facebook,Brand Awareness,Software/SaaS,CloudAnalytics Pro SaaS,21088,510,57.0,6,428.6,2969.64,71.43,494.94
CUST-3003,18,Male,Philadelphia,North East,Consumer Budget,CMP-111,Influencer Video Push,2024-07-12,Email,Brand Awareness,Electronics,4K UltraHD Streamer Box,126067,7985,1031.0,187,1049.84,22114.62,5.61,118.26
CUST-5563,26,Female,Detroit,Midwest,,CMP-101,Q1 Brand Refresh,2025-01-12,Search,Brand Awareness,Software/SaaS,CloudAnalytics Pro SaaS,5517,288,30.0,4,93.85,1800.32,23.46,450.08
CUST-1674,38,Male,Seattle,West,Consumer Premium,CMP-107,Cyber November Mega Sale,2025-02-03,Search,Seasonal Sale,Fitness,UltraFit Smartwatch 5,16727,723,65.0,10,389.02,1507.7,38.9,150.77
CUST-5245,24,Non-Binary,New York,North East,Consumer Premium,CMP-113,High-Spend Experimental Push,2025-06-22,Google Ads,Brand Awareness,Home & Living,Adjustable Standing Desk,316100,13617,1542.0,53,6466.89,25229.06,122.02,476.02
CUST-8532,46,Female,Boston,North East,SMB,CMP-102,Spring Tech Blowout,2024-04-02,Facebook,Seasonal Sale,Home & Living,Adjustable Standing Desk,65228,1937,154.0,17,807.83,,47.52,463.2
CUST-3894,33,Female,Miami,South,Consumer Premium,CMP-108,Holiday Gift Extravaganza,2024-07-16,Facebook,Seasonal Sale,Fitness,UltraFit Smartwatch 5,161196,5249,,59,2793.11,9346.78,47.34,158.42
CUST-7124,41,Male,Minneapolis,Midwest,Consumer Budget,CMP-112,VIP Customer Loyalty Drive,2024-03-06,Referral,Retargeting,Electronics,4K UltraHD Streamer Box,66205,2874,272.0,42,1478.66,,35.21,129.52
CUST-1587,26,Male,Seattle,West,Consumer Premium,CMP-108,Holiday Gift Extravaganza,2024-09-11,Referral,Seasonal Sale,Home & Living,Adjustable Standing Desk,176115,9229,775.0,166,2464.38,73411.84,14.85,442.24
CUST-6564,52,Female,Miami,South,Consumer Budget,CMP-104,Summer Fashion Retargeting,2024-12-22,Facebook,Retargeting,Apparel,Premium Designer Denim Jacket,164641,3769,360.0,42,2420.11,3587.64,57.62,85.42
CUST-2378,33,Male,Dallas,South,SMB,CMP-106,Fall Hardware Promo,2024-04-25,YouTube,Seasonal Sale,Home & Living,Ergonomic Executive Chair,65484,1234,124.0,13,583.89,4098.9,44.91,315.3
CUST-5351,54,Female,Minneapolis,Midwest,Consumer Budget,CMP-109,Email Newsletter Nurture,2024-01-20,Referral,Lead Generation,Fitness,UltraFit Smartwatch 5,84927,3874,820.0,170,1636.03,24344.0,9.62,143.2
CUST-2450,52,Male,Detroit,Midwest,B2B Enterprise,CMP-105,SmartHome Hub Launch,2024-11-25,YouTube,Product Launch,Software/SaaS,CyberSecurity Enterprise Suite,108766,2264,254.0,24,2537.32,28077.84,105.72,1169.91
CUST-5847,47,Male,Minneapolis,Midwest,Consumer Budget,CMP-110,Display Banner Remarketing,2024-10-01,Instagram,Retargeting,Fitness,UltraFit Smartwatch 5,95338,3610,315.0,46,1899.6,6514.52,41.3,141.62
CUST-4374,49,Other,New York,North East,SMB,CMP-111,Influencer Video Push,2025-02-08,Search,Brand Awareness,Home & Living,Adjustable Standing Desk,90237,5430,676.0,99,1409.03,43287.75,14.23,437.25
CUST-9683,24,Female,Boston,North East,Consumer Premium,CMP-102,Spring Tech Blowout,2024-05-31,Google Ads,Seasonal Sale,Home & Living,Adjustable Standing Desk,50688,2362,177.0,23,535.93,10443.84,23.3,454.08
CUST-5960,27,Female,Philadelphia,North East,B2B Enterprise,CMP-106,Fall Hardware Promo,2024-07-24,Email,Seasonal Sale,Software/SaaS,CloudAnalytics Pro SaaS,29610,1813,176.0,23,367.64,12220.59,15.98,531.33
CUST-7681,48,Male,Minneapolis,Midwest,Consumer Budget,CMP-101,Q1 Brand Refresh,2024-05-24,FACEBOOK,Brand Awareness,Apparel,Premium Designer Denim Jacket,112830,2869,221.0,22,1069.18,2020.04,48.6,91.82
CUST-8707,22,Male,Dallas,South,SMB,CMP-103,Enterprise SaaS LeadGen,2024-06-13,Google Ads,Lead Generation,Home & Living,Ergonomic Executive Chair,58327,2281,539.0,82,934.94,25958.74,11.4,316.57
CUST-1597,42,Male,New York,North East,SMB,CMP-109,Email Newsletter Nurture,2025-01-22,Google Ads,Lead Generation,Home & Living,Adjustable Standing Desk,27527,1314,268.0,39,349.15,16304.34,8.95,418.06
CUST-2693,25,Female,Atlanta,South,Consumer Budget,CMP-112,VIP Customer Loyalty Drive,2024-04-02,Facebook,Retargeting,Fitness,UltraFit Smartwatch 5,141968,3870,365.0,42,1207.43,5953.5,28.75,141.75
CUST-8247,37,Female,Minneapolis,Midwest,SMB,CMP-114,Low-Budget High-Conversion Niche,2025-05-31,Instagram,Lead Generation,Software/SaaS,CloudAnalytics Pro SaaS,7570,237,43.0,11,169.99,5942.31,15.45,540.21
CUST-9866,25,Female,Miami,South,Consumer Budget,CMP-106,Fall Hardware Promo,2024-08-18,Display,Seasonal Sale,Electronics,4K UltraHD Streamer Box,28215,300,36.0,2,679.68,275.48,339.84,137.74
CUST-1603,55,Female,Minneapolis,Midwest,Consumer Budget,CMP-106,Fall Hardware Promo,2025-01-30,Google Ads,Seasonal Sale,Fitness,UltraFit Smartwatch 5,6040,218,27.0,4,148.41,645.12,37.1,161.28
CUST-3781,37,Male,Chicago,Midwest,B2B Enterprise,CMP-106,Fall Hardware Promo,2024-08-30,Search,Seasonal Sale,Software/SaaS,CyberSecurity Enterprise Suite,188734,9833,1088.0,169,1914.73,219375.52,11.33,1298.08
CUST-3937,35,Male,Los Angeles,West,Consumer Premium,CMP-103,Enterprise SaaS LeadGen,2024-01-15,Google Ads,Lead Generation,Home & Living,Adjustable Standing Desk,39020,1932,344.0,52,934.42,24329.24,17.97,467.87
CUST-2929,36,Female,Minneapolis,Midwest,Consumer Premium,CMP-113,High-Spend Experimental Push,2025-03-21,Instagram,Brand Awareness,Home & Living,Ergonomic Executive Chair,116657,4418,399.0,13,1630.25,3543.67,125.4,272.59
CUST-6807,18,Male,Miami,South,Consumer Budget,CMP-103,Enterprise SaaS LeadGen,2024-11-17,Instagram,Lead Generation,Apparel,Premium Designer Denim Jacket,90117,2397,371.0,45,1359.47,3725.55,30.21,82.79
CUST-8633,39,Female,Minneapolis,Midwest,B2B Enterprise,CMP-111,Influencer Video Push,2024-03-25,Search,Brand Awareness,Software/SaaS,CloudAnalytics Pro SaaS,50961,2864,311.0,58,430.16,29883.92,7.42,515.24
CUST-5143,42,Male,New York,North East,B2B Enterprise,CMP-102,Spring Tech Blowout,2025-06-03,Instagram,Seasonal Sale,Software/SaaS,CloudAnalytics Pro SaaS,52852,1402,140.0,14,844.31,7459.06,60.31,532.79
CUST-3668,57,Female,San Francisco,West,Consumer Premium,CMP-101,Q1 Brand Refresh,2025-01-26,Instagram,Brand Awareness,Electronics,Smart noise-canceling Headphones,102513,2697,246.0,30,1149.74,6454.8,38.32,215.16
CUST-3506,34,Male,San Francisco,West,SMB,CMP-103,Enterprise SaaS LeadGen,2025-04-26,Email,Lead Generation,Software/SaaS,CloudAnalytics Pro SaaS,20883,1157,296.0,45,355.99,,7.91,483.13
CUST-6416,40,Male,New York,North East,B2B Enterprise,CMP-102,Spring Tech Blowout,2025-06-19,Google Ads,Seasonal Sale,Software/SaaS,CloudAnalytics Pro SaaS,50327,2645,324.0,47,763.68,23035.17,16.25,490.11
CUST-6556,36,Male,Philadelphia,North East,SMB,CMP-113,High-Spend Experimental Push,2025-06-14,Facebook,Brand Awareness,Home & Living,Ergonomic Executive Chair,452281,10941,1093.0,36,8657.44,10633.32,240.48,295.37
CUST-1303,33,Female,Minneapolis,Midwest,SMB,CMP-104,Summer Fashion Retargeting,2024-11-14,Google Ads,Retargeting,Home & Living,Adjustable Standing Desk,218822,9837,1192.0,184,3377.84,79511.92,18.36,432.13
CUST-8231,56,Female,Los Angeles,West,Consumer Budget,CMP-105,SmartHome Hub Launch,2024-07-20,Google Ads,Product Launch,Electronics,4K UltraHD Streamer Box,80345,3523,337.0,47,875.02,6654.26,18.62,141.58
CUST-2050,37,Male,Dallas,South,SMB,CMP-110,Display Banner Remarketing,2025-04-18,Instagram,Retargeting,Home & Living,Adjustable Standing Desk,39267,1069,122.0,15,324.11,6676.05,21.61,445.07
CUST-1185,32,Female,Philadelphia,North East,Consumer Budget,CMP-108,Holiday Gift Extravaganza,2024-08-07,Search,Seasonal Sale,Apparel,Premium Designer Denim Jacket,56695,3036,304.0,54,1221.07,4928.58,22.61,91.27
CUST-3389,24,Female,Chicago,Midwest,SMB,CMP-110,Display Banner Remarketing,2024-07-14,Search,Retargeting,Software/SaaS,CloudAnalytics Pro SaaS,120946,5354,,77,2155.43,40762.26,27.99,529.38
CUST-1167,33,Male,New York,North East,Consumer Budget,CMP-103,Enterprise SaaS LeadGen,2024-05-24,Display,Lead Generation,Apparel,Premium Designer Denim Jacket,142878,1883,473.0,34,2201.56,2914.48,64.75,85.72
CUST-3995,30,Female,Detroit,Midwest,Consumer Premium,CMP-109,Email Newsletter Nurture,2024-07-15,Referral,Lead Generation,Fitness,UltraFit Smartwatch 5,32211,1674,317.0,51,776.39,7990.17,15.22,156.67
CUST-1675,25,Male,Philadelphia,North East,,CMP-106,Fall Hardware Promo,2024-06-29,YouTube,Seasonal Sale,Software/SaaS,CloudAnalytics Pro SaaS,105129,1586,186.0,16,1667.77,7368.48,104.24,460.53
CUST-9739,27,Female,Detroit,Midwest,SMB,CMP-113,High-Spend Experimental Push,2024-01-10,Google Ads,Brand Awareness,Home & Living,Ergonomic Executive Chair,301412,14557,1254.0,48,5082.93,14191.2,105.89,295.65
