Record_ID,Customer_ID,Campaign_ID,Product_ID,Impressions,Clicks,Leads,Conversions,Marketing_Spend,Revenue,CTR,Conversion_Rate,Cost_Per_Acquisition,ROI
3654,CUST-9627,CMP-110,PRD-05,326788,5319,616,54,2724.21,14891.58,1.627660746416637,8.766233766233766,50.44833333333333,446.63847500743327
3655,CUST-7673,CMP-106,PRD-04,10226,258,32,3,249.79,476.64,2.522980637590456,9.375,83.26333333333334,90.81628567997117
3656,CUST-5883,CMP-110,PRD-05,136409,1544,138,8,2212.15,2413.28,1.131890124551899,5.797101449275362,276.51875,9.09205976086613
3657,CUST-8512,CMP-108,PRD-07,172126,4798,501,71,2516.24,29530.32,2.7874928831205046,14.171656686626747,35.44,1073.589164785553
3658,CUST-9989,CMP-106,PRD-07,218117,4115,414,41,2224.5,19986.27,1.886602144720494,9.903381642512077,54.25609756097561,798.4612272420769
3659,CUST-8258,CMP-109,PRD-05,95052,1988,500,59,1516.95,16364.83,2.0914867651390816,11.799999999999999,25.711016949152544,978.7982464814265
3660,CUST-2508,CMP-108,PRD-07,60495,3783,272,46,517.15,21962.24,6.253409372675428,16.911764705882355,11.242391304347825,4146.783331721938
3661,CUST-5827,CMP-110,PRD-05,66952,2525,224,39,1343.86,11106.81,3.7713585852551077,17.410714285714285,34.45794871794872,726.4856458262021
3662,CUST-8921,CMP-108,PRD-04,190055,5205,546,82,1993.38,11231.54,2.7386809081581647,15.018315018315018,24.309512195121954,463.4419929968194
3663,CUST-6480,CMP-106,PRD-05,47187,1487,107,11,511.83,3233.67,3.151291669315701,10.2803738317757,46.53,531.785944551902
3664,CUST-4910,CMP-113,PRD-07,217544,11094,951,42,5158.92,18269.58,5.099658000220645,4.416403785488959,122.83142857142857,254.13574934288573
3665,CUST-2842,CMP-108,PRD-03,216620,7128,663,85,1831.51,43606.7,3.2905548887452682,12.82051282051282,21.547176470588234,2280.9152011182027
3666,CUST-9082,CMP-109,PRD-03,134178,6780,1017,216,2381.46,104090.4,5.052989312704019,21.238938053097346,11.025277777777777,4270.864931596583
3667,CUST-8435,CMP-108,PRD-03,66285,2951,209,28,1420.29,14467.04,4.451987629177038,13.397129186602871,50.724642857142854,918.5976103471827
3668,CUST-3659,CMP-104,PRD-07,75922,1164,136,16,1708.75,7607.04,1.5331524459313506,11.76470588235294,106.796875,345.1815654718361
3669,CUST-2336,CMP-103,PRD-02,74529,3212,674,101,1007.17,9427.34,4.309731782259255,14.985163204747776,9.971980198019802,836.022717118262
3670,CUST-4222,CMP-101,PRD-05,86888,2637,286,40,2127.27,11747.6,3.034941533928736,13.986013986013987,53.18175,452.2383148354463
3671,CUST-2478,CMP-105,PRD-07,149409,3118,278,23,1793.89,11275.06,2.086889009363559,8.273381294964029,77.99521739130435,528.5257178533801
3672,CUST-2374,CMP-107,PRD-04,49148,2408,268,47,1181.28,7421.77,4.899487262960853,17.537313432835823,25.133617021276596,528.2820330488962
3673,CUST-5328,CMP-110,PRD-02,20406,257,21,1,477.82,81.72,1.2594334999509949,4.761904761904762,477.82,-82.89732535264326
3674,CUST-6959,CMP-113,PRD-03,839289,43137,3307,154,7576.56,72845.08,5.139707538166234,4.65678863017841,49.19844155844156,861.4532188750568
3675,CUST-8490,CMP-107,PRD-02,12642,525,62,9,196.65,750.33,4.152823920265781,14.516129032258066,21.85,281.55606407322654
3676,CUST-5353,CMP-114,PRD-01,65272,1967,411,119,999.36,14814.31,3.013543326388038,28.953771289537713,8.39798319327731,1382.3797230227344
3677,CUST-6980,CMP-112,PRD-02,82463,3793,298,60,809.02,5341.2,4.5996386258079385,20.13422818791946,13.483666666666666,560.2061753726732
3678,CUST-4939,CMP-114,PRD-07,13607,440,102,22,202.47,10521.5,3.2336297493936947,21.568627450980394,9.203181818181818,5096.572331703463
3679,CUST-1352,CMP-108,PRD-06,157458,2329,189,21,1777.2,26885.67,1.47912459195468,11.11111111111111,84.62857142857143,1412.810600945307
3680,CUST-7676,CMP-104,PRD-07,8201,109,11,0,143.28,0.0,1.3291062065601755,0.0,0.0,-100.0
3681,CUST-6592,CMP-114,PRD-08,57678,1857,423,90,1095.27,18338.4,3.219598460418184,21.27659574468085,12.169666666666666,1574.3268783039798
3682,CUST-8395,CMP-102,PRD-07,79739,2346,165,17,1722.05,6924.1,2.942098596671641,10.303030303030303,101.29705882352941,302.08472460149244
3683,CUST-9753,CMP-113,PRD-03,193949,9445,930,28,2448.06,13007.96,4.86983691589026,3.010752688172043,87.43071428571429,431.3578915549455
3684,CUST-6757,CMP-112,PRD-02,111749,3032,340,44,2234.52,3806.88,2.7132233845493023,12.941176470588237,50.78454545454545,70.36679018312658
3685,CUST-6282,CMP-101,PRD-03,122437,7054,638,122,1324.17,64877.16,5.761330316815995,19.122257053291534,10.853852459016395,4799.458528738757
3686,CUST-7389,CMP-106,PRD-07,90074,4049,482,80,1309.36,33065.6,4.495192841441482,16.59751037344398,16.366999999999997,2425.32534978921
3687,CUST-6337,CMP-113,PRD-02,532538,25006,2119,92,8849.5,8330.6,4.695627354292088,4.341670599339311,96.19021739130434,-5.863608113452734
3688,CUST-5116,CMP-103,PRD-08,65582,1712,423,63,1079.04,11738.16,2.6104723857155925,14.893617021276595,17.127619047619046,987.8336298932384
3689,CUST-3554,CMP-112,PRD-07,123710,3916,308,40,1749.11,17284.4,3.1654676258992804,12.987012987012985,43.72775,888.1825614169493
3690,CUST-9576,CMP-108,PRD-01,110653,6799,726,104,1069.21,14360.32,6.144433499317687,14.325068870523417,10.280865384615385,1243.077599349052
3691,CUST-7450,CMP-110,PRD-07,17917,438,65,4,264.94,1862.32,2.4446056817547577,6.153846153846154,66.235,602.9214161696988
3692,CUST-7465,CMP-114,PRD-01,32968,820,152,40,639.24,4674.0,2.4872603736957046,26.31578947368421,15.981,631.1807771728928
3693,CUST-5347,CMP-104,PRD-01,77780,3553,261,43,971.28,5110.55,4.5680123425045,16.47509578544061,22.587906976744186,426.16650193559025
3694,CUST-2391,CMP-113,PRD-05,641550,44454,4786,232,5848.96,68388.96,6.929155950432546,4.8474717927287925,25.21103448275862,1069.2499179341287
3695,CUST-2438,CMP-103,PRD-01,49402,1457,218,29,1194.76,3563.81,2.949273308772924,13.302752293577983,41.19862068965517,198.2866851920051
3696,CUST-1570,CMP-104,PRD-07,38947,2405,288,50,379.82,20459.0,6.175058412714715,17.36111111111111,7.5964,5286.498867884788
3697,CUST-2405,CMP-111,PRD-03,98693,3150,361,38,1700.68,17768.42,3.191715724519469,10.526315789473683,44.75473684210527,944.7832631653218
3698,CUST-8101,CMP-111,PRD-08,67549,3323,396,69,961.28,14797.05,4.919391848880073,17.424242424242426,13.93159420289855,1439.3069657123833
3699,CUST-6539,CMP-101,PRD-05,138713,4326,557,55,1922.95,15175.6,3.1186694830333135,9.874326750448834,34.96272727272727,689.1832860968823
3700,CUST-6606,CMP-101,PRD-07,30430,573,72,7,437.07,3234.56,1.8830101873151495,9.722222222222223,62.43857142857143,640.0553687052417
3701,CUST-8259,CMP-107,PRD-04,31620,651,83,9,395.0,1359.72,2.0588235294117645,10.843373493975903,43.888888888888886,244.23291139240507
3702,CUST-4651,CMP-106,PRD-04,46141,2352,352,32,885.42,4664.64,5.097418781560868,9.090909090909092,27.669375,426.82794605949726
3703,CUST-6611,CMP-101,PRD-05,108051,4322,648,58,2657.36,16486.5,3.99996298044442,8.950617283950617,45.81655172413793,520.4089773308848
3704,CUST-8561,CMP-105,PRD-07,27173,613,59,6,637.53,2721.06,2.2559157987708387,10.16949152542373,106.255,326.8128558656063
3705,CUST-7444,CMP-110,PRD-05,185029,7911,745,92,3209.92,27468.44,4.275545995492598,12.348993288590604,34.89043478260869,755.7359684976572
3706,CUST-6588,CMP-110,PRD-03,58615,2396,299,40,802.76,19830.4,4.087690864113282,13.377926421404682,20.069,2370.27754247845
3707,CUST-5380,CMP-105,PRD-03,16475,1137,101,19,350.34,9448.13,6.901365705614568,18.81188118811881,18.43894736842105,2596.8459211052123
3708,CUST-1591,CMP-103,PRD-05,159637,8261,1589,255,1584.03,79957.8,5.174865476048786,16.047828823159218,6.211882352941176,4947.745307854018
3709,CUST-9580,CMP-105,PRD-07,41523,2399,181,31,664.07,14729.34,5.777520892035739,17.12707182320442,21.421612903225807,2118.040266839339
3710,CUST-9378,CMP-107,PRD-05,106074,5278,675,82,2305.08,26807.44,4.975771631125441,12.148148148148149,28.110731707317072,1062.9722178839781
3711,CUST-3500,CMP-111,PRD-04,70196,2892,273,41,1478.49,5662.92,4.119892871388683,15.018315018315018,36.060731707317075,283.02051417324435
3712,CUST-8806,CMP-107,PRD-03,92808,3378,248,43,1905.59,23125.4,3.6397724334109127,17.338709677419356,44.3160465116279,1113.555906569619
3713,CUST-5269,CMP-113,PRD-02,99134,2735,245,7,2138.54,608.65,2.758892004761232,2.857142857142857,305.5057142857143,-71.53899389302983
3714,CUST-4344,CMP-103,PRD-04,36296,1902,268,44,580.12,5975.64,5.2402468591580345,16.417910447761194,13.184545454545455,930.0696407639799
3715,CUST-2854,CMP-114,PRD-02,60740,2895,719,257,929.16,23633.72,4.766216661178794,35.744089012517385,3.615408560311284,2443.5576219380946
3716,CUST-4762,CMP-109,PRD-07,47703,2302,369,72,1036.85,33238.8,4.825692304467225,19.51219512195122,14.400694444444444,3105.7481795823896
3717,CUST-2463,CMP-113,PRD-08,641879,45448,6817,146,8178.07,26480.02,7.080462205493558,2.1417045621241018,56.014178082191776,223.79302206999944
3718,CUST-5215,CMP-102,PRD-04,78012,3737,345,42,1394.63,6379.38,4.790288673537405,12.173913043478262,33.20547619047619,357.4245498806134
3719,CUST-5067,CMP-112,PRD-07,178020,5624,598,66,3379.27,27063.96,3.159195596000449,11.036789297658862,51.20106060606061,700.8818472628703
3720,CUST-6783,CMP-103,PRD-05,108915,3393,860,113,1573.97,33144.03,3.115273378322545,13.13953488372093,13.928938053097346,2005.7599573054124
3721,CUST-2024,CMP-114,PRD-03,24752,928,181,60,354.58,30907.8,3.749191984486102,33.14917127071823,5.909666666666666,8616.735292458683
3722,CUST-9006,CMP-103,PRD-04,167857,2150,512,40,1891.92,6017.6,1.2808521539167268,7.8125,47.298,218.06841726922914
3723,CUST-9431,CMP-105,PRD-03,12699,728,76,13,151.93,6806.41,5.732734861012679,17.105263157894736,11.686923076923078,4379.9644573158685
3724,CUST-8845,CMP-105,PRD-03,178505,7620,891,138,2237.04,73934.88,4.268787989131957,15.488215488215488,16.210434782608694,3205.031648964704
3725,CUST-9834,CMP-114,PRD-07,110702,4306,645,395,1127.48,193241.9,3.8897219562428864,61.240310077519375,2.854379746835443,17039.27519778621
3726,CUST-3586,CMP-105,PRD-05,15240,497,42,4,204.99,1193.12,3.2611548556430447,9.523809523809524,51.2475,482.0381482023513
3727,CUST-9557,CMP-106,PRD-07,63387,2107,207,27,1172.73,13304.25,3.324025431082083,13.043478260869565,43.434444444444445,1034.468291934205
3728,CUST-7991,CMP-103,PRD-02,106621,4556,683,100,1474.77,8776.0,4.273079412123315,14.641288433382138,14.7477,495.07584233473693
3729,CUST-7542,CMP-101,PRD-04,172019,8167,822,111,2678.33,17988.66,4.747731355257268,13.503649635036496,24.129099099099097,571.6371768975444
3730,CUST-6965,CMP-101,PRD-08,96115,3082,228,28,1545.34,5287.24,3.2065754564844196,12.280701754385964,55.190714285714286,242.14088808935247
3731,CUST-3847,CMP-105,PRD-07,49033,1463,170,16,916.1,7371.2,2.983704851834479,9.411764705882353,57.25625,704.6283156860604
3732,CUST-5877,CMP-110,PRD-07,15860,1020,95,15,351.35,6276.15,6.431273644388398,15.789473684210526,23.423333333333336,1686.2957165219864
3733,CUST-8456,CMP-101,PRD-01,123230,2297,185,18,1991.97,2158.92,1.8639941572668992,9.72972972972973,110.665,8.381150318528896
3734,CUST-4278,CMP-105,PRD-03,33450,619,76,9,781.32,4732.38,1.850523168908819,11.842105263157894,86.81333333333333,505.6903701428352
3735,CUST-3820,CMP-103,PRD-07,68322,3279,617,113,915.61,48406.94,4.799332572231492,18.31442463533225,8.102743362831859,5186.851388691693
3736,CUST-3025,CMP-101,PRD-01,5516,109,10,1,115.7,139.54,1.9760696156635245,10.0,115.7,20.605012964563514
3737,CUST-6176,CMP-105,PRD-05,158528,7958,625,105,2389.05,33656.7,5.019933387161889,16.8,22.752857142857145,1308.7901048533934
3738,CUST-2704,CMP-106,PRD-06,34952,745,72,8,803.49,8649.84,2.1314946211947814,11.11111111111111,100.43625,976.5336220737036
3739,CUST-3024,CMP-102,PRD-03,109208,4500,331,56,2190.65,26902.96,4.120577247088125,16.91842900302115,39.11875,1128.0811631250997
3740,CUST-8149,CMP-111,PRD-05,19010,692,75,9,469.28,2863.89,3.640189374013677,12.0,52.142222222222216,510.27318445277865
3741,CUST-3394,CMP-114,PRD-07,55768,2154,488,133,1321.38,61029.71,3.8624300674221774,27.25409836065574,9.935187969924813,4518.634306558295
3742,CUST-9487,CMP-113,PRD-07,412956,13198,1025,25,7833.64,10406.25,3.1959821385329183,2.4390243902439024,313.3456,32.84054411486869
3743,CUST-6430,CMP-113,PRD-02,548121,11008,1389,29,8331.38,2486.75,2.0083156821212835,2.087832973362131,287.28896551724137,-70.15200362965078
3744,CUST-1101,CMP-111,PRD-08,14223,499,51,7,121.1,1518.3,3.508401884271954,13.725490196078432,17.3,1153.7572254335262
3745,CUST-9051,CMP-105,PRD-04,93273,1467,128,11,1671.35,1617.88,1.572802418706378,8.59375,151.9409090909091,-3.1992102192838003
3746,CUST-1832,CMP-108,PRD-05,59967,1237,91,10,1476.83,2892.1,2.0628012073306987,10.989010989010989,147.683,95.8316123047338
3747,CUST-5075,CMP-103,PRD-05,20186,356,63,6,237.36,1798.02,1.7635985336371742,9.523809523809524,39.56,657.5075834175934
3748,CUST-3466,CMP-106,PRD-04,38821,2274,168,25,618.52,3987.0,5.857654362329667,14.880952380952381,24.7408,544.60324645929
3749,CUST-6829,CMP-106,PRD-05,106525,2788,280,28,2157.44,8824.76,2.6172260032856136,10.0,77.05142857142857,309.03849006229603
3750,CUST-4015,CMP-104,PRD-05,15410,416,47,6,232.31,1677.06,2.699545749513303,12.76595744680851,38.718333333333334,621.906073780724
3751,CUST-7386,CMP-107,PRD-07,23592,274,34,2,523.01,941.34,1.1614106476771788,5.88235294117647,261.505,79.98508632722128
3752,CUST-5719,CMP-109,PRD-02,10494,282,47,6,214.0,497.1,2.687249857061178,12.76595744680851,35.666666666666664,132.28971962616825
3753,CUST-7901,CMP-102,PRD-07,109661,1128,104,7,1942.26,3066.49,1.0286245793855608,6.730769230769231,277.4657142857143,57.88256978983245
3754,CUST-4222,CMP-108,PRD-02,12069,727,63,8,200.07,693.68,6.0236970751512136,12.698412698412698,25.00875,246.71864847303442
3755,CUST-7105,CMP-106,PRD-07,28022,1253,146,21,317.48,9138.99,4.471486689030048,14.383561643835616,15.11809523809524,2778.6033765906514
3756,CUST-7577,CMP-114,PRD-01,108869,1093,163,22,997.4,2717.44,1.0039588863680202,13.496932515337424,45.336363636363636,172.45237617806296
3757,CUST-4795,CMP-108,PRD-08,197868,6485,573,72,1686.84,13726.8,3.2774374835749085,12.56544502617801,23.42833333333333,713.7582699011169
3758,CUST-1135,CMP-107,PRD-07,68712,2940,359,51,1426.99,22260.99,4.278728606356968,14.206128133704734,27.980196078431373,1459.9962158109026
3759,CUST-1183,CMP-112,PRD-05,43231,1472,169,23,691.98,6984.18,3.404964030441119,13.609467455621301,30.08608695652174,909.3037371022284
3760,CUST-4575,CMP-114,PRD-02,32044,1372,239,75,747.71,6169.5,4.281612782424167,31.380753138075313,9.969466666666667,725.1193644594829
3761,CUST-8598,CMP-111,PRD-04,202959,6717,471,53,1752.91,7896.47,3.3095354234106393,11.252653927813164,33.07377358490566,350.47777695375123
3762,CUST-8728,CMP-104,PRD-03,253929,9599,1207,152,2295.49,81456.8,3.780190525698128,12.59320629660315,15.10190789473684,3448.5582598922238
3763,CUST-4217,CMP-105,PRD-08,138368,3689,373,48,2121.57,9574.56,2.6660788621646625,12.868632707774799,44.199375,351.29597420778003
3764,CUST-7616,CMP-103,PRD-02,52969,1652,366,34,1220.88,2747.2,3.1188053389718515,9.289617486338798,35.90823529411765,125.01801978900463
3765,CUST-6305,CMP-111,PRD-05,56220,3324,374,60,1187.26,18391.8,5.912486659551761,16.0427807486631,19.787666666666667,1449.0962383976553
3766,CUST-3738,CMP-112,PRD-03,186919,3759,284,30,2018.87,15863.7,2.0110315163252532,10.56338028169014,67.29566666666666,685.7712482725486
3767,CUST-8849,CMP-102,PRD-01,8596,273,21,2,169.59,235.52,3.175895765472313,9.523809523809524,84.795,38.87611297835958
3768,CUST-7846,CMP-107,PRD-04,114334,7908,944,172,1222.99,24456.68,6.916577745902357,18.220338983050848,7.110406976744186,1899.7448875297425
3769,CUST-4409,CMP-105,PRD-05,135867,1518,131,8,1897.16,2592.96,1.1172690940404955,6.106870229007633,237.145,36.67587341078243
3770,CUST-1125,CMP-114,PRD-03,14489,480,87,26,295.32,12295.66,3.3128580302298296,29.88505747126437,11.358461538461539,4063.503995665719
3771,CUST-7606,CMP-112,PRD-02,72638,2202,217,25,1603.48,2442.5,3.031471130813073,11.52073732718894,64.1392,52.32494324843465
3772,CUST-4052,CMP-104,PRD-03,42645,2483,272,36,823.48,18309.96,5.82248798217845,13.23529411764706,22.874444444444446,2123.485694855977
3773,CUST-1446,CMP-112,PRD-03,89124,1033,100,7,2208.19,3220.7,1.1590592881827566,7.000000000000001,315.4557142857143,45.85248551981486
3774,CUST-2158,CMP-111,PRD-04,29971,1499,155,20,554.1,2704.6,5.001501451403023,12.903225806451612,27.705000000000002,388.10683992059194
3775,CUST-2598,CMP-107,PRD-01,99825,2947,247,23,1871.84,2712.16,2.952166291009266,9.31174089068826,81.38434782608695,44.892725874006324
3776,CUST-1982,CMP-112,PRD-04,238180,8177,874,125,2260.66,18693.75,3.4331178100596187,14.302059496567507,18.085279999999997,726.915591022091
3777,CUST-5778,CMP-104,PRD-07,71508,2375,176,19,1459.35,8829.87,3.3213067069418805,10.795454545454545,76.8078947368421,505.05499023537885
3778,CUST-8453,CMP-113,PRD-07,153300,5827,447,18,2239.72,7357.14,3.801043705153294,4.026845637583892,124.42888888888888,228.48481060132517
3779,CUST-1882,CMP-101,PRD-01,103938,6159,601,86,1708.27,11226.44,5.925647982451077,14.309484193011649,19.86360465116279,557.1818272287168
3780,CUST-2971,CMP-105,PRD-04,89869,3785,382,59,1605.33,9475.99,4.211685898363173,15.44502617801047,27.208983050847458,490.2829947736603
3781,CUST-1085,CMP-101,PRD-01,23216,1285,157,24,404.86,3084.48,5.5349758787043415,15.286624203821656,16.86916666666667,661.8633601738873
3782,CUST-3965,CMP-112,PRD-03,99578,3274,361,37,1561.83,18389.74,3.2878748317901545,10.249307479224377,42.21162162162162,1077.4482498095185
3783,CUST-7885,CMP-103,PRD-05,66109,2523,557,91,1570.16,27264.51,3.8164243900225387,16.337522441651707,17.254505494505494,1636.4160340347478
3784,CUST-7623,CMP-107,PRD-07,93925,3105,316,32,2133.67,15065.6,3.3058291189779077,10.126582278481013,66.6771875,606.0885703974842
3785,CUST-9975,CMP-111,PRD-03,27136,1358,98,17,635.16,7825.61,5.0044221698113205,17.346938775510203,37.36235294117647,1132.069084954972
3786,CUST-6553,CMP-104,PRD-06,303778,13893,1545,249,2553.22,200622.04204999993,4.573405579074192,16.116504854368934,10.253895582329317,7757.6089036589065
3787,CUST-3057,CMP-114,PRD-03,54529,2107,416,110,827.2,57457.4,3.863998973023529,26.442307692307693,7.5200000000000005,6846.010638297872
3788,CUST-4708,CMP-105,PRD-07,159912,5273,391,50,3248.6,21726.0,3.2974385912251742,12.787723785166241,64.972,568.7803977097827
3789,CUST-2744,CMP-110,PRD-05,50217,1977,233,41,882.35,11559.54,3.9369137941334604,17.59656652360515,21.520731707317072,1210.0855669518899
3790,CUST-4748,CMP-114,PRD-03,127731,3956,986,256,1347.15,134592.0,3.097133820294212,25.963488843813387,5.2623046875,9890.86961362877
3791,CUST-2566,CMP-112,PRD-05,117329,1659,118,8,1327.15,2278.32,1.4139726751272064,6.779661016949152,165.89375,71.67012018234563
3792,CUST-6111,CMP-102,PRD-02,61619,1743,189,25,1326.04,2134.0,2.8286729742449572,13.227513227513226,53.041599999999995,60.93028867907454
3793,CUST-8269,CMP-104,PRD-03,45932,1760,145,18,1039.93,8344.98,3.8317512845075328,12.413793103448276,57.77388888888889,702.4559345340551
3794,CUST-5387,CMP-109,PRD-02,173898,12013,1713,263,2415.53,21295.11,6.908072548275427,15.353181552831291,9.184524714828898,781.591617574611
3795,CUST-4648,CMP-105,PRD-04,128507,7651,869,142,1827.18,23082.1,5.953761273704934,16.340621403912543,12.867464788732395,1163.2636084020182
3796,CUST-4688,CMP-103,PRD-06,22596,1198,223,30,562.12,37303.2,5.301823331563108,13.452914798206278,18.737333333333332,6536.1630968476475
3797,CUST-7085,CMP-106,PRD-06,17615,500,44,6,241.24,7095.12,2.8384899233607723,13.636363636363635,40.20666666666667,2841.1042944785277
3798,CUST-5938,CMP-111,PRD-08,15818,445,51,7,370.97,1415.12,2.8132507270198506,13.725490196078432,52.99571428571429,281.46480847507877
3799,CUST-2760,CMP-113,PRD-07,573083,7707,875,13,5778.92,6071.78,1.3448313769558686,1.4857142857142858,444.5323076923077,5.067728918206164
3800,CUST-9710,CMP-108,PRD-07,53820,1678,251,19,882.16,7911.22,3.1178000743218135,7.569721115537849,46.42947368421053,796.8010338260633
3801,CUST-6276,CMP-105,PRD-08,12748,648,53,9,160.46,1868.4,5.083150298085974,16.9811320754717,17.82888888888889,1064.4023432631184
3802,CUST-2075,CMP-109,PRD-04,162179,3803,670,82,2175.08,12603.4,2.3449398504121985,12.238805970149254,26.525365853658535,479.44535373411554
3803,CUST-3813,CMP-110,PRD-02,161658,7241,922,139,1822.2,12576.72,4.479209194719717,15.075921908893708,13.109352517985611,590.1942706618373
3804,CUST-6109,CMP-111,PRD-04,69118,2792,293,35,1006.0,5315.45,4.039468734627738,11.945392491467576,28.742857142857144,428.37475149105364
3805,CUST-9629,CMP-103,PRD-07,128820,4730,1184,176,2221.41,85037.92,3.671790094705791,14.864864864864865,12.621647727272727,3728.10557258678
3806,CUST-2611,CMP-109,PRD-07,88416,2581,553,71,1585.81,29842.01,2.9191549040897575,12.839059674502712,22.335352112676055,1781.8149715287454
3807,CUST-4056,CMP-101,PRD-07,85464,4279,498,74,1752.31,34610.54,5.006786483197604,14.859437751004014,23.679864864864864,1875.1379607489544
3808,CUST-1360,CMP-107,PRD-01,91028,4535,335,48,1881.75,5755.2,4.98198356549633,14.328358208955224,39.203125,205.8429653248306
3809,CUST-8480,CMP-107,PRD-04,105092,4569,564,78,1031.49,11423.1,4.347619228866137,13.829787234042554,13.22423076923077,1007.4368147049414
3810,CUST-2884,CMP-110,PRD-03,168236,5577,679,73,2087.19,35706.49,3.3149860909674507,10.751104565537556,28.591643835616438,1610.7445896157033
3811,CUST-3064,CMP-102,PRD-01,151477,2588,186,18,2243.34,2426.04,1.7085102028690826,9.67741935483871,124.63000000000001,8.144106555403988
3812,CUST-3617,CMP-101,PRD-05,62300,2312,346,29,1131.66,8220.63,3.71107544141252,8.38150289017341,39.02275862068966,626.422246964636
3813,CUST-5982,CMP-102,PRD-02,7838,291,34,5,137.88,438.95,3.712681806583312,14.705882352941178,27.576,218.3565419205106
3814,CUST-2753,CMP-109,PRD-07,110065,3203,480,62,1157.56,29644.68,2.9100985781129336,12.916666666666668,18.67032258064516,2460.962714675697
3815,CUST-2860,CMP-108,PRD-07,167484,5169,646,79,1901.4,34920.37,3.0862649566525757,12.229102167182662,24.06835443037975,1736.5609550857262
3816,CUST-2294,CMP-106,PRD-02,338201,18853,1349,281,2737.69,24559.4,5.574495640166647,20.83024462564863,9.742669039145907,797.0847685457449
3817,CUST-6290,CMP-108,PRD-03,157540,7122,819,113,1375.87,56042.35,4.520756633236004,13.797313797313798,12.175840707964602,3973.230028999833
3818,CUST-1288,CMP-104,PRD-03,40806,2115,230,28,643.56,13712.72,5.183061314512571,12.173913043478262,22.98428571428571,2030.7601466840702
3819,CUST-5342,CMP-114,PRD-07,110670,3672,759,239,942.0,111354.88,3.317972350230415,31.488801054018445,3.9414225941422596,11721.112526539278
3820,CUST-9107,CMP-103,PRD-07,14732,185,33,2,118.31,849.86,1.255769752918816,6.0606060606060606,59.155,618.3331924604852
3821,CUST-9355,CMP-114,PRD-01,45931,957,164,34,683.7,4783.12,2.0835601227928846,20.73170731707317,20.108823529411765,599.593388913266
3822,CUST-3515,CMP-112,PRD-08,44850,1028,92,9,1096.01,1755.36,2.2920847268673357,9.782608695652174,121.77888888888889,60.15912263574237
3823,CUST-8302,CMP-105,PRD-01,90184,2091,172,22,880.87,2930.62,2.3185930985540675,12.790697674418606,40.039545454545454,232.69608455277168
3824,CUST-9980,CMP-114,PRD-03,112982,2987,418,112,953.2,53434.08,2.643783965587439,26.794258373205743,8.510714285714286,5505.757448594209
3825,CUST-8495,CMP-113,PRD-06,281177,8412,857,29,6535.19,33686.4,2.9917098482450557,3.38389731621937,225.3513793103448,415.4616774722694
3826,CUST-3215,CMP-109,PRD-05,34385,1606,362,53,717.82,15418.23,4.670641267994765,14.64088397790055,13.543773584905662,2047.924270708534
3827,CUST-5302,CMP-106,PRD-02,125103,3569,365,49,2170.78,4494.77,2.852849252216174,13.424657534246576,44.301632653061226,107.05783174711394
3828,CUST-2283,CMP-102,PRD-04,53534,2328,296,57,910.32,8612.13,4.3486382485896815,19.256756756756758,15.970526315789474,846.055233324545
3829,CUST-4588,CMP-102,PRD-03,175992,5405,484,45,2335.28,20621.25,3.0711623255602527,9.297520661157025,51.89511111111111,783.0311568634169
3830,CUST-5723,CMP-112,PRD-04,85345,4326,508,86,1879.17,12074.4,5.068838244771222,16.92913385826772,21.850813953488373,542.5389932789476
3831,CUST-2499,CMP-114,PRD-01,22085,913,133,50,365.15,6127.5,4.134027620556939,37.59398496240601,7.303,1578.0775023962758
3832,CUST-1878,CMP-104,PRD-05,48772,817,74,7,976.11,1984.08,1.6751414746165834,9.45945945945946,139.4442857142857,103.26397639610289
3833,CUST-7720,CMP-113,PRD-08,68736,3091,329,14,1065.93,2878.82,4.4969157355679705,4.25531914893617,76.13785714285714,170.07589616578952
3834,CUST-5688,CMP-107,PRD-03,54955,2680,295,55,1049.44,28550.5,4.876717314166136,18.64406779661017,19.080727272727273,2620.5461960664734
3835,CUST-9245,CMP-105,PRD-03,21693,737,93,13,188.67,6446.96,3.39740930253999,13.978494623655912,14.513076923076921,3317.0562357555527
3836,CUST-6595,CMP-104,PRD-04,70309,2134,180,25,1727.7,3569.75,3.0351733064045856,13.88888888888889,69.108,106.61862591885165
3837,CUST-6798,CMP-112,PRD-04,112786,8031,644,103,1978.61,15347.0,7.120564609082687,15.993788819875776,19.209805825242718,675.645528931927
3838,CUST-6104,CMP-110,PRD-02,30056,1820,188,29,636.84,2607.68,6.055363321799308,15.425531914893616,21.96,309.47176684881595
3839,CUST-8849,CMP-108,PRD-05,76696,2580,298,41,1733.36,11906.4,3.363930322311463,13.758389261744966,42.277073170731704,586.8971246596205
3840,CUST-3250,CMP-106,PRD-07,20546,1038,155,24,483.6,11145.6,5.052078263408935,15.483870967741936,20.150000000000002,2204.714640198511
3841,CUST-9768,CMP-110,PRD-04,173825,6219,653,72,2637.68,11566.08,3.5777362289659136,11.0260336906585,36.63444444444444,338.4944345030481
3842,CUST-4398,CMP-104,PRD-03,40215,1796,200,35,837.0,18269.65,4.465995275394754,17.5,23.914285714285715,2082.7538829151736
3843,CUST-2227,CMP-108,PRD-08,129857,1643,201,13,1607.51,2588.43,1.2652379155532625,6.467661691542288,123.65461538461538,61.02108229497794
