Customer_ID,Customer_Age,Gender,City,Region,Customer_Segment,Campaign_ID,Campaign_Name,Campaign_Date,Channel,Campaign_Type,Product_Category,Product,Impressions,Clicks,Leads,Conversions,Marketing_Spend,Revenue,Customer_Acquisition_Cost,Order_Value,Year_Month,CTR,Conversion_Rate,Cost_Per_Click,Cost_Per_Lead,Cost_Per_Acquisition,Revenue_Per_Conversion,ROI,Age_Group
CUST-3380,25,Male,Atlanta,South,Consumer Premium,CMP-106,Fall Hardware Promo,2025-01-18,Email,Seasonal Sale,Home & Living,Adjustable Standing Desk,76425,5282,624,125,1446.43,60627.5,11.57,485.02,2025-01,6.911350997710174,20.032051282051285,0.2738413479742522,2.317996794871795,11.57144,485.02,4091.52672441805,18-25
CUST-8635,18,Female,Seattle,West,Consumer Premium,CMP-101,Q1 Brand Refresh,2024-05-06,YouTube,Brand Awareness,Electronics,Smart noise-canceling Headphones,51122,884,78,8,759.22,1604.8,94.9,200.6,2024-05,1.729196823285474,10.256410256410255,0.8588461538461539,9.733589743589745,94.9025,200.6,111.37483206448722,18-25
CUST-9920,46,Female,Detroit,Midwest,SMB,CMP-112,VIP Customer Loyalty Drive,2024-10-18,Email,Retargeting,Home & Living,Adjustable Standing Desk,56748,3759,471,91,1026.27,42265.86,11.28,464.46,2024-10,6.624021991964474,19.32059447983015,0.27301675977653633,2.1789171974522294,11.277692307692307,464.46,4018.395743810109,36-50
CUST-5566,35,Female,Detroit,Midwest,Consumer Premium,CMP-101,Q1 Brand Refresh,2024-12-20,Facebook,Brand Awareness,Home & Living,Ergonomic Executive Chair,15533,444,49,5,324.39,1422.35,64.88,284.47,2024-12,2.858430438421425,10.204081632653061,0.7306081081081081,6.620204081632653,64.878,284.46999999999997,338.4691266685163,26-35
CUST-8164,18,Female,Philadelphia,North East,SMB,CMP-101,Q1 Brand Refresh,2024-09-13,Facebook,Brand Awareness,Home & Living,Adjustable Standing Desk,25000,587,68,9,355.9,4430.79,39.54,492.31,2024-09,2.348,13.23529411764706,0.6063032367972743,5.233823529411764,39.544444444444444,492.31,1144.9536386625457,18-25
CUST-8868,40,Male,Boston,North East,Consumer Budget,CMP-108,Holiday Gift Extravaganza,2024-04-23,Facebook,Seasonal Sale,Electronics,4K UltraHD Streamer Box,88674,2767,311,28,1667.99,3474.24,59.57,124.08,2024-04,3.1204186119944968,9.003215434083602,0.6028153234550054,5.36331189710611,59.57107142857143,124.08,108.28901851929567,36-50
CUST-3143,28,Non-Binary,Minneapolis,Midwest,Consumer Budget,CMP-105,SmartHome Hub Launch,2025-05-31,Email,Product Launch,Fitness,UltraFit Smartwatch 5,127107,9053,744,103,1031.47,14979.29,10.01,145.43,2025-05,7.122345740203135,13.844086021505376,0.11393681652490888,1.3863844086021506,10.014271844660195,145.43,1352.2274036084423,26-35
CUST-9463,54,Male,Chicago,Midwest,B2B Enterprise,CMP-111,Influencer Video Push,2024-12-22,Google Ads,Brand Awareness,Software/SaaS,CloudAnalytics Pro SaaS,254868,12869,1454,223,3611.92,110159.77,16.2,493.99,2024-12,5.04928041182102,15.337001375515818,0.2806682725930531,2.4841265474552956,16.19695067264574,493.99,2949.895069658243,51-65
CUST-1700,29,Male,San Francisco,West,Consumer Budget,CMP-105,SmartHome Hub Launch,2024-04-13,Facebook,Product Launch,Apparel,Premium Designer Denim Jacket,7277,168,19,2,103.91,188.9,51.95,94.45,2024-04,2.3086436718427925,10.526315789473683,0.6185119047619048,5.468947368421053,51.955,94.45,81.7919353286498,26-35
CUST-6555,48,Male,Philadelphia,North East,Consumer Budget,CMP-109,Email Newsletter Nurture,2025-06-27,Search,Lead Generation,Fitness,UltraFit Smartwatch 5,16541,1024,165,23,218.98,3489.56,9.52,151.72,2025-06,6.190677709932894,13.939393939393941,0.21384765625,1.3271515151515152,9.52086956521739,151.72,1493.5519225500047,36-50
CUST-3190,52,Male,New York,North East,Consumer Premium,CMP-112,VIP Customer Loyalty Drive,2024-05-15,Google Ads,Retargeting,Electronics,Smart noise-canceling Headphones,39048,1676,118,19,467.72,3988.1,24.62,209.9,2024-05,4.292153247285392,16.101694915254235,0.2790692124105012,3.9637288135593223,24.61684210526316,209.9,752.6682630633712,51-65
CUST-5120,35,Male,Philadelphia,North East,Consumer Budget,CMP-102,Spring Tech Blowout,2024-08-27,Facebook,Seasonal Sale,Apparel,Premium Designer Denim Jacket,91563,2636,315,28,1913.22,2323.44,68.33,82.98,2024-08,2.878892128916702,8.88888888888889,0.725804248861912,6.073714285714286,68.32928571428572,82.98,21.44133973092483,26-35
CUST-5948,19,Male,Minneapolis,Midwest,SMB,CMP-105,SmartHome Hub Launch,2024-08-03,Facebook,Product Launch,Home & Living,Ergonomic Executive Chair,113690,2715,207,25,1848.21,7082.0,73.93,283.28,2024-08,2.3880728296244174,12.077294685990339,0.6807403314917128,8.928550724637681,73.9284,283.28,283.1815648654644,18-25
CUST-5917,33,Male,Chicago,Midwest,B2B Enterprise,CMP-104,Summer Fashion Retargeting,2024-11-06,Google Ads,Retargeting,Software/SaaS,CyberSecurity Enterprise Suite,16707,737,72,9,250.51,10298.7,27.83,1144.3,2024-11,4.411324594481355,12.5,0.33990502035278153,3.4793055555555554,27.834444444444443,1144.3000000000002,4011.093369526167,26-35
CUST-2231,40,Female,Dallas,South,SMB,CMP-113,High-Spend Experimental Push,2024-01-07,Search,Brand Awareness,Home & Living,Adjustable Standing Desk,172507,8148,939,39,3893.56,15965.04,99.83,409.36,2024-01,4.72328659126876,4.15335463258786,0.4778546882670594,4.146496272630458,99.83487179487179,409.36,310.03708688192813,36-50
CUST-2071,18,Female,Minneapolis,Midwest,B2B Enterprise,CMP-105,SmartHome Hub Launch,2024-10-25,Google Ads,Product Launch,Software/SaaS,CloudAnalytics Pro SaaS,114336,4954,630,82,1864.43,44239.0,22.74,539.5,2024-10,4.332843548838511,13.015873015873018,0.3763484053290271,2.9594126984126987,22.736951219512196,539.5,2272.7895388939246,18-25
CUST-3067,44,Female,Detroit,Midwest,SMB,CMP-111,Influencer Video Push,2024-03-30,Facebook,Brand Awareness,Software/SaaS,CloudAnalytics Pro SaaS,81961,2563,192,22,1457.51,10645.58,66.25,483.89,2024-03,3.127097033955174,11.458333333333332,0.5686734295747171,7.591197916666666,66.25045454545455,483.89,630.394988713628,36-50
CUST-7236,51,Female,Seattle,West,B2B Enterprise,CMP-114,Low-Budget High-Conversion Niche,2024-09-03,Facebook,Lead Generation,Software/SaaS,CloudAnalytics Pro SaaS,35727,1140,214,50,804.06,24771.5,16.08,495.43,2024-09,3.1908640523973464,23.364485981308412,0.7053157894736841,3.757289719626168,16.0812,495.43,2980.8024276795268,51-65
CUST-2459,42,Male,Chicago,Midwest,Consumer Premium,CMP-114,Low-Budget High-Conversion Niche,2024-11-27,Facebook,Lead Generation,Home & Living,Adjustable Standing Desk,75552,2239,505,149,1466.98,66754.98,9.85,448.02,2024-11,2.96352181279119,29.504950495049503,0.6551942831621259,2.904910891089109,9.845503355704698,448.02,4450.50375601576,36-50
CUST-6760,28,Male,Philadelphia,North East,SMB,CMP-103,Enterprise SaaS LeadGen,2024-03-07,Email,Lead Generation,Home & Living,Ergonomic Executive Chair,31531,2261,567,112,767.4,34263.04,6.85,305.92,2024-03,7.170720877866227,19.753086419753085,0.3394073418841221,1.3534391534391534,6.851785714285714,305.92,4364.8214751107635,26-35
CUST-3898,44,Male,Philadelphia,North East,B2B Enterprise,CMP-107,Cyber November Mega Sale,2024-08-06,Instagram,Seasonal Sale,Software/SaaS,CyberSecurity Enterprise Suite,17983,575,67,7,209.81,8046.08,29.97,1149.44,2024-08,3.197464271812267,10.44776119402985,0.36488695652173914,3.131492537313433,29.972857142857144,1149.44,3734.9363710023354,36-50
CUST-5274,57,Female,San Francisco,West,SMB,CMP-113,High-Spend Experimental Push,2024-03-31,YouTube,Brand Awareness,Software/SaaS,CloudAnalytics Pro SaaS,201310,4104,403,9,2039.83,4875.93,226.65,541.77,2024-03,2.0386468630470422,2.2332506203473943,0.4970346003898635,5.061612903225806,226.64777777777778,541.77,139.03609614526704,51-65
CUST-6301,42,Female,Philadelphia,North East,SMB,CMP-109,Email Newsletter Nurture,2024-03-06,Instagram,Lead Generation,Home & Living,Ergonomic Executive Chair,46076,1490,336,36,680.02,11336.04,18.89,314.89,2024-03,3.233787655178401,10.714285714285714,0.4563892617449664,2.0238690476190477,18.889444444444443,314.89000000000004,1567.0156760095292,36-50
CUST-7891,36,Female,New York,North East,SMB,CMP-103,Enterprise SaaS LeadGen,2024-10-28,Search,Lead Generation,Home & Living,Adjustable Standing Desk,219341,11694,2641,369,1808.58,167109.03,4.9,452.87,2024-10,5.331424585462818,13.971980310488451,0.15465879938429963,0.6848087845513063,4.90130081300813,452.87,9139.79199150715,36-50
CUST-1152,34,Non-Binary,New York,North East,Consumer Budget,CMP-113,High-Spend Experimental Push,2024-07-11,Referral,Brand Awareness,Electronics,4K UltraHD Streamer Box,99689,4300,472,17,1583.09,2365.55,93.12,139.15,2024-07,4.313414719778511,3.6016949152542375,0.36816046511627903,3.3540042372881356,93.12294117647059,139.15,49.426122330379215,26-35
CUST-4961,45,Male,New York,North East,B2B Enterprise,CMP-106,Fall Hardware Promo,2024-09-17,Referral,Seasonal Sale,Software/SaaS,CloudAnalytics Pro SaaS,107850,5993,502,105,1174.51,48401.85,11.19,460.97,2024-09,5.55679184051924,20.916334661354583,0.1959803103620891,2.3396613545816733,11.185809523809525,460.96999999999997,4021.024938059276,36-50
CUST-9253,44,Male,San Francisco,West,B2B Enterprise,CMP-101,Q1 Brand Refresh,2024-11-19,Facebook,Brand Awareness,Software/SaaS,CloudAnalytics Pro SaaS,19065,546,56,5,393.61,2652.15,78.72,530.43,2024-11,2.863886703383163,8.928571428571429,0.7208974358974359,7.0287500000000005,78.72200000000001,530.4300000000001,573.80147862097,36-50
CUST-6238,42,Female,Los Angeles,West,Consumer Budget,CMP-112,VIP Customer Loyalty Drive,2025-04-18,Instagram,Retargeting,Apparel,Premium Designer Denim Jacket,51554,1656,204,27,1136.58,2185.92,42.1,80.96,2025-04,3.2121658843154752,13.23529411764706,0.6863405797101448,5.571470588235294,42.095555555555556,80.96000000000001,92.32434144538881,36-50
CUST-7883,43,Female,Los Angeles,West,Consumer Premium,CMP-113,High-Spend Experimental Push,2024-02-09,Facebook,Brand Awareness,Electronics,Smart noise-canceling Headphones,78948,1860,190,5,1872.57,949.5,374.51,189.9,2024-02,2.3559811521507825,2.631578947368421,1.006758064516129,9.855631578947369,374.514,189.9,-49.29428539387045,36-50
CUST-1149,44,Female,San Francisco,West,Consumer Premium,CMP-105,SmartHome Hub Launch,2024-05-13,Search,Product Launch,Fitness,UltraFit Smartwatch 5,57655,2608,255,35,997.53,5354.3,28.5,152.98,2024-05,4.52345850316538,13.725490196078432,0.38248849693251535,3.911882352941176,28.500857142857143,152.98000000000002,436.75578679337974,36-50
CUST-6395,18,Male,Philadelphia,North East,Consumer Premium,CMP-103,Enterprise SaaS LeadGen,2024-11-26,Instagram,Lead Generation,Home & Living,Adjustable Standing Desk,15188,548,106,12,340.3,5398.8,28.36,449.9,2024-11,3.6081116671056095,11.320754716981133,0.620985401459854,3.210377358490566,28.358333333333334,449.90000000000003,1486.4825154275638,18-25
CUST-6084,28,Male,Atlanta,South,Consumer Premium,CMP-105,SmartHome Hub Launch,2024-06-09,Instagram,Product Launch,Electronics,Smart noise-canceling Headphones,191749,5223,516,56,2273.83,11575.76,40.6,206.71,2024-06,2.723873396992944,10.852713178294573,0.4353494160444189,4.4066472868217055,40.60410714285714,206.71,409.08643126355094,26-35
CUST-4523,29,Female,Seattle,West,SMB,CMP-105,SmartHome Hub Launch,2024-05-16,Google Ads,Product Launch,Software/SaaS,CloudAnalytics Pro SaaS,85394,4040,365,55,1717.33,26825.7,31.22,487.74,2024-05,4.731011546478675,15.068493150684931,0.4250816831683168,4.705013698630137,31.224181818181815,487.74,1462.0585443682928,26-35
CUST-8313,42,Female,New York,North East,Consumer Budget,CMP-104,Summer Fashion Retargeting,2024-04-28,YouTube,Retargeting,Apparel,Premium Designer Denim Jacket,170507,2498,284,27,2135.37,2263.41,79.09,83.83,2024-04,1.4650424909241262,9.507042253521126,0.8548318654923939,7.518908450704225,79.08777777777777,83.83,5.996150550021775,36-50
CUST-4284,39,Male,Los Angeles,West,Consumer Budget,CMP-101,Q1 Brand Refresh,2025-01-26,Google Ads,Brand Awareness,Electronics,4K UltraHD Streamer Box,28100,1091,121,20,458.49,2685.6,22.92,134.28,2025-01,3.8825622775800714,16.528925619834713,0.42024747937671864,3.7891735537190083,22.924500000000002,134.28,485.74887129490276,36-50
CUST-9210,34,Female,Dallas,South,Consumer Budget,CMP-113,High-Spend Experimental Push,2024-10-03,Search,Brand Awareness,Fitness,UltraFit Smartwatch 5,478550,20695,2062,92,5111.77,14037.36,55.56,152.58,2024-10,4.324521993522098,4.461687681862269,0.24700507368929694,2.4790349175557713,55.56271739130435,152.58,174.60859936968993,26-35
CUST-5496,18,Female,Miami,South,Consumer Premium,CMP-102,Spring Tech Blowout,2025-06-07,Display,Seasonal Sale,Electronics,Smart noise-canceling Headphones,134936,1776,227,15,2116.85,2874.0,141.12,191.6,2025-06,1.316179522143831,6.607929515418502,1.191920045045045,9.32533039647577,141.12333333333333,191.6,35.76776814606609,18-25
CUST-4400,32,Male,Philadelphia,North East,Consumer Budget,CMP-106,Fall Hardware Promo,2025-05-28,Instagram,Seasonal Sale,Electronics,4K UltraHD Streamer Box,133896,3737,392,39,1429.6,5402.28,36.66,138.52,2025-05,2.7909720977475057,9.948979591836734,0.38255284987958255,3.646938775510204,36.656410256410254,138.51999999999998,277.88752098489084,26-35
CUST-6478,39,Male,Philadelphia,North East,Consumer Budget,CMP-102,Spring Tech Blowout,2024-02-23,Facebook,Seasonal Sale,Electronics,4K UltraHD Streamer Box,98768,2615,222,28,2315.18,3416.56,82.68,122.02,2024-02,2.64761866191479,12.612612612612612,0.8853460803059273,10.428738738738739,82.68499999999999,122.02,47.572111023764904,36-50
CUST-6869,44,Male,Boston,North East,SMB,CMP-110,Display Banner Remarketing,2025-05-16,Facebook,Retargeting,Home & Living,Ergonomic Executive Chair,41650,1369,111,12,924.13,3895.56,77.01,324.63,2025-05,3.2869147659063627,10.81081081081081,0.6750401753104456,8.325495495495495,77.01083333333334,324.63,321.53809528962375,36-50
CUST-3156,38,Female,Detroit,Midwest,Consumer Budget,CMP-112,VIP Customer Loyalty Drive,2025-05-08,Facebook,Retargeting,Apparel,Premium Designer Denim Jacket,123655,4036,353,41,2199.71,3568.64,53.65,87.04,2025-05,3.2639197767983505,11.614730878186968,0.5450222993062438,6.231473087818697,53.65146341463415,87.03999999999999,62.232294256970235,36-50
CUST-8282,18,Male,Detroit,Midwest,Consumer Premium,CMP-114,Low-Budget High-Conversion Niche,2024-10-02,Instagram,Lead Generation,Home & Living,Ergonomic Executive Chair,30919,933,179,54,391.67,16185.96,7.25,299.74,2024-10,3.017562016882823,30.16759776536313,0.4197963558413719,2.188100558659218,7.253148148148148,299.74,4032.5503612735206,18-25
CUST-2100,32,Female,New York,North East,Consumer Premium,CMP-101,Q1 Brand Refresh,2025-05-06,Google Ads,Brand Awareness,Home & Living,Ergonomic Executive Chair,17086,718,67,11,427.14,3375.24,38.83,306.84,2025-05,4.202270865035702,16.417910447761194,0.5949025069637883,6.375223880597015,38.83090909090909,306.84,690.1952521421548,26-35
CUST-9605,29,Female,Seattle,West,Consumer Premium,CMP-110,Display Banner Remarketing,2024-01-26,Google Ads,Retargeting,Fitness,UltraFit Smartwatch 5,23866,1127,105,13,540.5,1979.64,41.58,152.28,2024-01,4.7221989441045835,12.380952380952381,0.47959183673469385,5.147619047619048,41.57692307692308,152.28,266.26086956521743,26-35
CUST-8311,21,Female,New York,North East,Consumer Budget,CMP-113,High-Spend Experimental Push,2024-09-21,Google Ads,Brand Awareness,Apparel,Premium Designer Denim Jacket,85983,4577,369,11,2094.81,963.6,190.44,87.6,2024-09,5.323145272902783,2.9810298102981028,0.4576818876993664,5.676991869918699,190.43727272727273,87.60000000000001,-54.000601486531,18-25
CUST-2230,46,Female,Boston,North East,Consumer Budget,CMP-107,Cyber November Mega Sale,2024-08-30,Google Ads,Seasonal Sale,Electronics,4K UltraHD Streamer Box,15698,669,64,7,312.12,859.6,44.59,122.8,2024-08,4.261689387183081,10.9375,0.4665470852017937,4.876875,44.58857142857143,122.8,175.4068947840574,36-50
CUST-4991,18,Female,Chicago,Midwest,Consumer Premium,CMP-107,Cyber November Mega Sale,2024-07-29,Facebook,Seasonal Sale,Home & Living,Ergonomic Executive Chair,67275,2147,186,25,1672.92,8194.75,66.92,327.79,2024-07,3.191378669639539,13.440860215053762,0.7791895668374477,8.994193548387097,66.91680000000001,327.79,389.847093704421,18-25
CUST-2143,45,Male,Miami,South,Consumer Premium,CMP-108,Holiday Gift Extravaganza,2025-06-29,Facebook,Seasonal Sale,Electronics,Smart noise-canceling Headphones,183685,6163,676,90,1653.55,18785.7,18.37,208.73,2025-06,3.3552004790810357,13.313609467455622,0.26830277462274865,2.4460798816568046,18.372777777777777,208.73000000000002,1036.0829729974905,36-50
CUST-2481,38,Female,Detroit,Midwest,Consumer Premium,CMP-106,Fall Hardware Promo,2024-03-07,Instagram,Seasonal Sale,Fitness,UltraFit Smartwatch 5,113444,3666,329,45,1874.79,6477.3,41.66,143.94,2024-03,3.2315503684637354,13.677811550151976,0.5113993453355156,5.698449848024316,41.662,143.94,245.49469540588547,36-50
CUST-8955,40,Male,Boston,North East,B2B Enterprise,CMP-104,Summer Fashion Retargeting,2025-06-06,YouTube,Retargeting,Software/SaaS,CloudAnalytics Pro SaaS,86491,1841,181,19,2043.55,10008.25,107.56,526.75,2025-06,2.1285451665491206,10.497237569060774,1.1100217273221076,11.290331491712706,107.55526315789473,526.75,389.7482322429106,36-50
CUST-9338,43,Female,New York,North East,Consumer Budget,CMP-106,Fall Hardware Promo,2025-06-16,Display,Seasonal Sale,Electronics,4K UltraHD Streamer Box,32558,438,55,3,718.33,389.25,239.44,129.75,2025-06,1.345291479820628,5.454545454545454,1.6400228310502285,13.060545454545455,239.44333333333336,129.75,-45.81181351189565,36-50
CUST-7442,51,Male,New York,North East,B2B Enterprise,CMP-102,Spring Tech Blowout,2024-02-20,Email,Seasonal Sale,Software/SaaS,CyberSecurity Enterprise Suite,21612,1169,127,20,255.65,22555.2,12.78,1127.76,2024-02,5.409032019248565,15.748031496062993,0.2186911890504705,2.012992125984252,12.7825,1127.76,8722.687267748874,51-65
CUST-1935,36,Male,Dallas,South,SMB,CMP-112,VIP Customer Loyalty Drive,2024-10-10,Display,Retargeting,Home & Living,Adjustable Standing Desk,87246,989,104,5,1704.57,2311.25,340.91,462.25,2024-10,1.133576324416019,4.807692307692308,1.7235288169868554,16.39009615384615,340.914,462.25,35.59138081744957,36-50
CUST-1534,48,Female,Los Angeles,West,Consumer Premium,CMP-111,Influencer Video Push,2024-08-30,Search,Brand Awareness,Home & Living,Adjustable Standing Desk,144371,8335,817,121,2353.79,58815.68,19.45,486.08,2024-08,5.773320126618227,14.810281517747859,0.2823983203359328,2.881015911872705,19.45280991735537,486.08,2398.764970536879,36-50
CUST-4930,23,Female,Philadelphia,North East,SMB,CMP-102,Spring Tech Blowout,2024-08-26,Google Ads,Seasonal Sale,Home & Living,Adjustable Standing Desk,91216,3414,331,55,920.99,25655.3,16.75,466.46,2024-08,3.7427644272934573,16.61631419939577,0.2697685998828354,2.7824471299093654,16.745272727272727,466.46,2685.6219937241444,18-25
CUST-9480,39,Female,Dallas,South,SMB,CMP-101,Q1 Brand Refresh,2025-03-20,Email,Brand Awareness,Software/SaaS,CloudAnalytics Pro SaaS,74031,3562,378,76,1679.89,40117.36,22.1,527.86,2025-03,4.811497886020721,20.105820105820104,0.47161426165075804,4.44415343915344,22.103815789473686,527.86,2288.0944585657394,36-50
CUST-1713,28,Female,Dallas,South,SMB,CMP-108,Holiday Gift Extravaganza,2024-02-26,Google Ads,Seasonal Sale,Software/SaaS,CloudAnalytics Pro SaaS,104911,4853,355,45,1920.12,23005.35,42.67,511.23,2024-02,4.625825699878945,12.676056338028168,0.39565629507521116,5.408788732394366,42.669333333333334,511.22999999999996,1098.1204299731266,26-35
CUST-2013,34,Male,Chicago,Midwest,B2B Enterprise,CMP-108,Holiday Gift Extravaganza,2024-04-21,Google Ads,Seasonal Sale,Software/SaaS,CyberSecurity Enterprise Suite,166162,6455,600,83,2273.31,102779.73,27.39,1238.31,2024-04,3.8847630625534117,13.833333333333334,0.3521781564678544,3.78885,27.389277108433735,1238.31,4421.148897422701,26-35
CUST-3929,55,Male,San Francisco,West,Consumer Budget,CMP-107,Cyber November Mega Sale,2024-02-07,Search,Seasonal Sale,Apparel,Premium Designer Denim Jacket,69099,3122,319,57,1326.47,4725.3,23.27,82.9,2024-02,4.51815511078308,17.86833855799373,0.42487828315182574,4.158213166144201,23.27140350877193,82.9,256.23120010252774,51-65
CUST-3789,41,Female,Philadelphia,North East,SMB,CMP-114,Low-Budget High-Conversion Niche,2024-07-30,Facebook,Lead Generation,Home & Living,Adjustable Standing Desk,55251,1506,336,75,1177.9,36651.75,15.71,488.69,2024-07,2.7257425204973664,22.321428571428573,0.7821381142098274,3.505654761904762,15.705333333333334,488.69,3011.6181339672294,36-50
CUST-2228,53,Female,Seattle,West,Consumer Premium,CMP-108,Holiday Gift Extravaganza,2024-11-05,Facebook,Seasonal Sale,Electronics,Smart noise-canceling Headphones,51786,1264,97,9,426.29,1644.3,47.37,182.7,2024-11,2.4408141196462365,9.278350515463918,0.33725474683544304,4.394742268041237,47.36555555555556,182.7,285.72333388069154,51-65
CUST-5464,33,Female,Chicago,Midwest,SMB,CMP-110,Display Banner Remarketing,2025-06-20,Email,Retargeting,Home & Living,Ergonomic Executive Chair,206907,12992,1676,284,1997.18,81272.28,7.03,286.17,2025-06,6.279149569613401,16.94510739856802,0.1537238300492611,1.191634844868735,7.032323943661972,286.17,3969.351786018286,26-35
CUST-7149,32,Female,Chicago,Midwest,SMB,CMP-105,SmartHome Hub Launch,2024-08-26,Facebook,Product Launch,Home & Living,Adjustable Standing Desk,60049,1398,136,14,1474.35,6708.52,105.31,479.18,2024-08,2.328098719379174,10.294117647058822,1.0546137339055794,10.84080882352941,105.31071428571428,479.18,355.0154305287076,26-35
CUST-2412,42,Male,Minneapolis,Midwest,Consumer Budget,CMP-113,High-Spend Experimental Push,2024-10-05,Google Ads,Brand Awareness,Fitness,UltraFit Smartwatch 5,251570,12026,869,37,3137.45,6021.75,84.8,162.75,2024-10,4.780379218507772,4.25776754890679,0.2608889073673707,3.6104142692750285,84.79594594594595,162.75,91.93134551945053,36-50
CUST-1877,40,Female,Atlanta,South,SMB,CMP-112,VIP Customer Loyalty Drive,2024-09-24,Instagram,Retargeting,Home & Living,Ergonomic Executive Chair,108628,4066,382,44,1622.0,14170.64,36.86,322.06,2024-09,3.7430496741171706,11.518324607329843,0.3989178553861289,4.2460732984293195,36.86363636363637,322.06,773.652281134402,36-50
CUST-5918,41,Male,Detroit,Midwest,SMB,CMP-108,Holiday Gift Extravaganza,2024-08-11,YouTube,Seasonal Sale,Home & Living,Ergonomic Executive Chair,23988,495,38,4,593.43,1158.92,148.36,289.73,2024-08,2.0635317658829413,10.526315789473683,1.1988484848484848,15.616578947368419,148.3575,289.73,95.29177830578168,36-50
CUST-3964,33,Male,Philadelphia,North East,Consumer Premium,CMP-108,Holiday Gift Extravaganza,2024-09-15,Facebook,Seasonal Sale,Electronics,Smart noise-canceling Headphones,257431,7424,787,97,2457.84,17416.35,25.34,179.55,2024-09,2.8838795638442924,12.325285895806863,0.3310668103448276,3.1230495552731896,25.338556701030928,179.54999999999998,608.603896103896,26-35
CUST-8911,52,Male,Los Angeles,West,Consumer Budget,CMP-109,Email Newsletter Nurture,2025-03-05,Google Ads,Lead Generation,Fitness,UltraFit Smartwatch 5,6342,267,41,6,106.91,971.28,17.82,161.88,2025-03,4.210028382213812,14.634146341463413,0.4004119850187266,2.607560975609756,17.81833333333333,161.88,808.502478720419,51-65
CUST-5506,29,Female,Detroit,Midwest,Consumer Budget,CMP-102,Spring Tech Blowout,2024-07-25,Email,Seasonal Sale,Electronics,4K UltraHD Streamer Box,20882,1003,88,15,496.19,1799.4,33.08,119.96,2024-07,4.803179772052486,17.045454545454543,0.49470588235294116,5.638522727272727,33.07933333333333,119.96000000000001,262.6433422680828,26-35
CUST-8589,37,Female,Miami,South,B2B Enterprise,CMP-114,Low-Budget High-Conversion Niche,2024-02-24,YouTube,Lead Generation,Software/SaaS,CyberSecurity Enterprise Suite,91954,1607,321,81,1062.37,102475.53,13.12,1265.13,2024-02,1.7476129369032343,25.233644859813083,0.6610889856876166,3.3095638629283486,13.115679012345678,1265.1299999999999,9545.935973342623,36-50
CUST-9421,24,Female,Los Angeles,West,SMB,CMP-102,Spring Tech Blowout,2024-12-07,Email,Seasonal Sale,Home & Living,Ergonomic Executive Chair,95129,5606,683,98,1354.68,26691.28,13.82,272.36,2024-12,5.8930504893355335,14.348462664714495,0.24164823403496255,1.9834260614934116,13.82326530612245,272.36,1870.3014734106948,18-25
CUST-4321,29,Female,San Francisco,West,SMB,CMP-107,Cyber November Mega Sale,2024-12-23,Instagram,Seasonal Sale,Software/SaaS,CloudAnalytics Pro SaaS,39835,1154,144,18,963.13,8869.14,53.51,492.73,2024-12,2.8969499184134553,12.5,0.8346013864818024,6.688402777777778,53.507222222222225,492.72999999999996,820.8663420306708,26-35
CUST-2945,26,Female,Miami,South,B2B Enterprise,CMP-102,Spring Tech Blowout,2024-03-06,Facebook,Seasonal Sale,Software/SaaS,CyberSecurity Enterprise Suite,71231,1804,145,18,1386.2,21205.08,77.01,1178.06,2024-03,2.532605185944322,12.413793103448276,0.7684035476718404,9.56,77.01111111111112,1178.0600000000002,1429.7273120761795,26-35
CUST-7988,39,Male,Los Angeles,West,B2B Enterprise,CMP-109,Email Newsletter Nurture,2024-03-06,Google Ads,Lead Generation,Software/SaaS,CloudAnalytics Pro SaaS,85198,3115,776,110,2050.96,51746.2,18.65,470.42,2024-03,3.656189112420479,14.175257731958762,0.658414125200642,2.6429896907216497,18.64509090909091,470.41999999999996,2423.0233646682527,36-50
CUST-9527,53,Male,Los Angeles,West,Consumer Budget,CMP-108,Holiday Gift Extravaganza,2024-07-25,Facebook,Seasonal Sale,Fitness,UltraFit Smartwatch 5,21938,550,62,6,539.66,863.4,89.94,143.9,2024-07,2.5070653660315436,9.67741935483871,0.9812,8.704193548387096,89.94333333333333,143.9,59.98962309602342,51-65
CUST-6595,44,Male,Atlanta,South,Consumer Premium,CMP-113,High-Spend Experimental Push,2024-12-30,Email,Brand Awareness,Fitness,UltraFit Smartwatch 5,511181,32018,4137,141,6158.46,19731.54,43.68,139.94,2024-12,6.263534834041172,3.40826686004351,0.19234368167905552,1.4886294416243655,43.677021276595745,139.94,220.39730711898758,36-50
CUST-9283,49,Female,San Francisco,West,Consumer Premium,CMP-105,SmartHome Hub Launch,2025-02-18,Search,Product Launch,Electronics,Smart noise-canceling Headphones,180944,10236,734,121,1802.4,24896.96,14.9,205.76,2025-02,5.656998850473075,16.4850136239782,0.17608440797186403,2.4555858310626704,14.895867768595043,205.76,1281.322680869951,36-50
CUST-5442,33,Female,Dallas,South,Consumer Premium,CMP-107,Cyber November Mega Sale,2025-02-10,Email,Seasonal Sale,Electronics,Smart noise-canceling Headphones,261977,14848,1506,252,2332.3,53350.92,9.26,211.71,2025-02,5.667673116342274,16.733067729083665,0.15707839439655175,1.54867197875166,9.255158730158731,211.70999999999998,2187.481027312095,26-35
