Customer_ID,Customer_Age,Age_Group,Gender,City,Region,Customer_Segment
CUST-1303,33,26-35,Female,Minneapolis,Midwest,SMB
CUST-8231,56,51-65,Female,Los Angeles,West,Consumer Budget
CUST-2050,37,36-50,Male,Dallas,South,SMB
CUST-1185,32,26-35,Female,Philadelphia,North East,Consumer Budget
CUST-1167,33,26-35,Male,New York,North East,Consumer Budget
CUST-1675,25,18-25,Male,Philadelphia,North East,SMB
CUST-9739,27,26-35,Female,Detroit,Midwest,SMB
CUST-8607,37,36-50,Male,Minneapolis,Midwest,B2B Enterprise
CUST-2574,43,36-50,Female,Los Angeles,West,SMB
CUST-4154,18,18-25,Female,Los Angeles,West,Consumer Budget
CUST-3884,20,18-25,Female,Dallas,South,Consumer Budget
CUST-2633,25,18-25,Male,Dallas,South,SMB
CUST-8799,47,36-50,Female,Miami,South,SMB
CUST-6613,27,26-35,Male,Atlanta,South,Consumer Budget
CUST-6780,27,26-35,Female,Dallas,South,Consumer Budget
CUST-1762,34,26-35,Male,Miami,South,Consumer Premium
CUST-8128,18,18-25,Female,Detroit,Midwest,Consumer Premium
CUST-5907,27,26-35,Male,Minneapolis,Midwest,SMB
CUST-7751,39,36-50,Male,Dallas,South,Consumer Premium
CUST-7217,61,51-65,Female,San Francisco,West,Consumer Budget
CUST-7520,28,26-35,Female,Atlanta,South,B2B Enterprise
CUST-1096,29,26-35,Male,Boston,North East,Consumer Budget
CUST-7170,27,26-35,Male,Minneapolis,Midwest,Consumer Premium
CUST-5873,46,36-50,Male,Seattle,West,SMB
CUST-8719,26,26-35,Male,Dallas,South,Consumer Premium
CUST-8996,32,26-35,Female,New York,North East,Consumer Budget
CUST-3775,30,26-35,Female,Boston,North East,Consumer Premium
CUST-2960,18,18-25,Male,San Francisco,West,SMB
CUST-8696,58,51-65,Female,Seattle,West,Consumer Premium
CUST-4286,37,36-50,Male,Los Angeles,West,Consumer Budget
CUST-2951,25,18-25,Female,Miami,South,B2B Enterprise
CUST-4043,26,26-35,Male,San Francisco,West,B2B Enterprise
CUST-9342,41,36-50,Male,Detroit,Midwest,B2B Enterprise
CUST-2959,36,36-50,Male,Philadelphia,North East,Consumer Budget
CUST-2612,40,36-50,Female,New York,North East,Consumer Budget
CUST-1782,31,26-35,Female,Atlanta,South,Consumer Premium
CUST-6594,48,36-50,Female,Atlanta,South,Consumer Budget
CUST-7799,30,26-35,Male,Boston,North East,Consumer Budget
CUST-7011,37,36-50,Female,Boston,North East,Consumer Budget
CUST-7083,30,26-35,Male,San Francisco,West,SMB
CUST-7155,35,26-35,Female,San Francisco,West,Consumer Budget
CUST-6168,52,51-65,Female,Detroit,Midwest,Consumer Budget
CUST-6659,30,26-35,Male,Atlanta,South,Consumer Premium
CUST-8640,44,36-50,Female,Los Angeles,West,Consumer Budget
CUST-5942,34,26-35,Male,Seattle,West,Consumer Premium
CUST-5930,22,18-25,Male,Minneapolis,Midwest,Consumer Budget
CUST-6025,38,36-50,Female,Atlanta,South,B2B Enterprise
CUST-4260,43,36-50,Female,Detroit,Midwest,Consumer Budget
CUST-5711,34,26-35,Female,Chicago,Midwest,Consumer Budget
CUST-5934,18,18-25,Male,Miami,South,Consumer Budget
CUST-3178,23,18-25,Male,Detroit,Midwest,SMB
CUST-6690,33,26-35,Male,Detroit,Midwest,SMB
CUST-6449,59,51-65,Female,New York,North East,Consumer Budget
CUST-5211,53,51-65,Male,Chicago,Midwest,Consumer Budget
CUST-8427,24,18-25,Female,Philadelphia,North East,Consumer Premium
CUST-5323,18,18-25,Male,Minneapolis,Midwest,SMB
CUST-6749,34,26-35,Female,Dallas,South,Consumer Budget
CUST-6865,22,18-25,Male,Chicago,Midwest,Consumer Budget
CUST-3450,53,51-65,Male,Miami,South,B2B Enterprise
CUST-8163,37,36-50,Male,Minneapolis,Midwest,Consumer Budget
CUST-5874,30,26-35,Female,New York,North East,Consumer Premium
CUST-8677,32,26-35,Female,Atlanta,South,SMB
CUST-2329,30,26-35,Female,San Francisco,West,SMB
CUST-1199,49,36-50,Female,Minneapolis,Midwest,SMB
CUST-7916,42,36-50,Male,Philadelphia,North East,Consumer Premium
CUST-7747,50,36-50,Male,Seattle,West,Consumer Premium
CUST-4179,46,36-50,Male,Atlanta,South,SMB
CUST-9713,38,36-50,Male,New York,North East,Consumer Premium
CUST-4908,29,26-35,Male,New York,North East,SMB
CUST-1086,26,26-35,Female,Boston,North East,SMB
CUST-6815,44,36-50,Female,Miami,South,Consumer Budget
CUST-6667,51,51-65,Male,San Francisco,West,B2B Enterprise
CUST-2068,52,51-65,Male,Boston,North East,Consumer Premium
CUST-7266,44,36-50,Male,Dallas,South,Consumer Budget
CUST-9867,26,26-35,Male,Detroit,Midwest,Consumer Budget
CUST-9872,53,51-65,Male,Philadelphia,North East,Consumer Budget
CUST-3464,52,51-65,Female,Philadelphia,North East,Consumer Budget
CUST-6376,38,36-50,Female,Boston,North East,SMB
CUST-8758,42,36-50,Female,New York,North East,Consumer Budget
CUST-5343,30,26-35,Other,Boston,North East,Consumer Budget
CUST-6515,53,51-65,Female,Chicago,Midwest,SMB
CUST-9441,27,26-35,Female,Minneapolis,Midwest,SMB
CUST-4199,39,36-50,Male,Dallas,South,SMB
CUST-2039,43,36-50,Male,Detroit,Midwest,Consumer Premium
CUST-6839,60,51-65,Non-Binary,Detroit,Midwest,Consumer Premium
CUST-1895,32,26-35,Male,New York,North East,Consumer Budget
CUST-7057,20,18-25,Female,Dallas,South,Consumer Premium
CUST-4391,19,18-25,Female,Boston,North East,Consumer Budget
CUST-2355,38,36-50,Female,Dallas,South,Consumer Premium
CUST-1897,46,36-50,Male,Philadelphia,North East,Consumer Premium
CUST-2802,46,36-50,Female,Seattle,West,Consumer Premium
CUST-2225,18,18-25,Female,New York,North East,Consumer Budget
CUST-9098,39,36-50,Male,Los Angeles,West,Consumer Premium
CUST-8934,49,36-50,Female,Dallas,South,Consumer Budget
CUST-4873,46,36-50,Male,Miami,South,Consumer Budget
CUST-9930,51,51-65,Male,Philadelphia,North East,SMB
CUST-3144,46,36-50,Male,Seattle,West,SMB
CUST-7481,66,65+,Female,Seattle,West,SMB
CUST-1427,18,18-25,Male,Chicago,Midwest,SMB
CUST-6268,36,36-50,Female,Philadelphia,North East,SMB
CUST-4148,34,26-35,Male,New York,North East,B2B Enterprise
CUST-7944,37,36-50,Male,Minneapolis,Midwest,Consumer Premium
CUST-3876,34,26-35,Female,New York,North East,SMB
CUST-1428,28,26-35,Female,New York,North East,SMB
CUST-9054,26,26-35,Female,Dallas,South,SMB
CUST-9974,30,26-35,Female,Seattle,West,B2B Enterprise
CUST-7097,51,51-65,Female,Boston,North East,B2B Enterprise
CUST-4758,42,36-50,Female,San Francisco,West,Consumer Premium
CUST-5137,26,26-35,Female,Detroit,Midwest,SMB
CUST-7470,37,36-50,Female,Los Angeles,West,B2B Enterprise
CUST-1693,44,36-50,Female,Detroit,Midwest,Consumer Budget
CUST-9293,34,26-35,Female,Seattle,West,Consumer Premium
CUST-8393,39,36-50,Female,Miami,South,Consumer Budget
CUST-5159,51,51-65,Male,Miami,South,Consumer Budget
CUST-2198,54,51-65,Female,Detroit,Midwest,Consumer Premium
CUST-7562,23,18-25,Male,Chicago,Midwest,Consumer Budget
CUST-3347,32,26-35,Male,Seattle,West,Consumer Budget
CUST-2845,40,36-50,Female,Miami,South,SMB
CUST-3743,33,26-35,Female,Seattle,West,SMB
CUST-5614,26,26-35,Female,Los Angeles,West,Consumer Budget
CUST-7259,40,36-50,Male,Philadelphia,North East,Consumer Premium
CUST-5097,18,18-25,Male,New York,North East,SMB
CUST-7577,61,51-65,Female,Chicago,Midwest,SMB
CUST-7548,57,51-65,Non-Binary,Dallas,South,Consumer Premium
CUST-8204,55,51-65,Female,Seattle,West,B2B Enterprise
CUST-7414,41,36-50,Female,Seattle,West,B2B Enterprise
CUST-1445,31,26-35,Male,Miami,South,SMB
CUST-3385,49,36-50,Male,Los Angeles,West,Consumer Budget
CUST-7926,45,36-50,Male,Boston,North East,SMB
CUST-5455,29,26-35,Male,Chicago,Midwest,Consumer Premium
CUST-4620,41,36-50,Male,Chicago,Midwest,Consumer Premium
CUST-9759,33,26-35,Male,New York,North East,SMB
CUST-4248,44,36-50,Female,Minneapolis,Midwest,Consumer Budget
CUST-2812,35,26-35,Female,New York,North East,B2B Enterprise
CUST-5921,60,51-65,Male,Miami,South,Consumer Premium
CUST-9774,33,26-35,Male,Miami,South,Consumer Premium
CUST-6593,42,36-50,Female,Boston,North East,SMB
CUST-1264,34,26-35,Female,Atlanta,South,SMB
CUST-7136,39,36-50,Female,Dallas,South,Consumer Budget
CUST-6767,37,36-50,Female,Minneapolis,Midwest,Consumer Premium
CUST-3917,31,26-35,Female,San Francisco,West,Consumer Budget
CUST-2853,53,51-65,Male,Detroit,Midwest,SMB
CUST-1097,18,18-25,Female,Dallas,South,Consumer Budget
CUST-8988,34,26-35,Male,Philadelphia,North East,Consumer Budget
CUST-6160,45,36-50,Male,Atlanta,South,B2B Enterprise
CUST-9227,39,36-50,Female,Philadelphia,North East,Consumer Premium
CUST-8203,42,36-50,Male,San Francisco,West,Consumer Premium
CUST-9927,22,18-25,Male,Dallas,South,Consumer Premium
CUST-4000,27,26-35,Other,Minneapolis,Midwest,Consumer Premium
CUST-9237,31,26-35,Female,Chicago,Midwest,SMB
CUST-5055,27,26-35,Male,Dallas,South,Consumer Budget
CUST-8914,38,36-50,Female,Los Angeles,West,SMB
CUST-4125,43,36-50,Male,Dallas,South,Consumer Premium
CUST-6561,50,36-50,Male,San Francisco,West,Consumer Premium
CUST-1832,43,36-50,Male,Atlanta,South,Consumer Budget
CUST-1192,39,36-50,Female,New York,North East,SMB
CUST-6886,47,36-50,Female,Dallas,South,SMB
CUST-5114,40,36-50,Male,Dallas,South,Consumer Budget
CUST-6849,33,26-35,Female,Detroit,Midwest,SMB
CUST-7127,30,26-35,Male,San Francisco,West,Consumer Budget
CUST-3368,31,26-35,Male,Seattle,West,Consumer Budget
CUST-7505,25,18-25,Female,Los Angeles,West,Consumer Premium
CUST-6686,20,18-25,Female,Detroit,Midwest,Consumer Premium
CUST-3528,31,26-35,Female,Dallas,South,SMB
CUST-7165,27,26-35,Male,Atlanta,South,SMB
CUST-4517,40,36-50,Female,Philadelphia,North East,B2B Enterprise
CUST-6969,58,51-65,Male,San Francisco,West,Consumer Premium
CUST-9429,33,26-35,Non-Binary,Chicago,Midwest,Consumer Budget
CUST-4680,61,51-65,Female,San Francisco,West,Consumer Premium
CUST-2088,34,26-35,Female,Philadelphia,North East,B2B Enterprise
CUST-7451,48,36-50,Female,Minneapolis,Midwest,Consumer Budget
CUST-7664,29,26-35,Male,San Francisco,West,Consumer Budget
CUST-8977,46,36-50,Female,Philadelphia,North East,SMB
CUST-2610,43,36-50,Female,Seattle,West,B2B Enterprise
CUST-7420,44,36-50,Male,New York,North East,B2B Enterprise
CUST-4234,48,36-50,Female,Atlanta,South,SMB
CUST-2388,47,36-50,Female,San Francisco,West,SMB
CUST-5672,22,18-25,Male,Detroit,Midwest,Consumer Budget
CUST-4008,43,36-50,Male,Philadelphia,North East,Consumer Budget
CUST-2542,25,18-25,Male,Chicago,Midwest,SMB
CUST-1527,43,36-50,Male,Detroit,Midwest,Consumer Premium
CUST-3902,45,36-50,Female,Atlanta,South,Consumer Premium
CUST-7245,33,26-35,Female,Philadelphia,North East,Consumer Budget
CUST-5391,56,51-65,Female,Minneapolis,Midwest,Consumer Budget
CUST-5950,33,26-35,Male,Dallas,South,Consumer Premium
CUST-1017,31,26-35,Male,Chicago,Midwest,SMB
CUST-5165,27,26-35,Other,Dallas,South,Consumer Premium
CUST-4722,39,36-50,Female,San Francisco,West,Consumer Budget
CUST-5426,34,26-35,Male,Chicago,Midwest,Consumer Budget
CUST-6719,27,26-35,Male,Miami,South,SMB
CUST-4270,42,36-50,Female,Seattle,West,B2B Enterprise
CUST-4915,36,36-50,Male,Philadelphia,North East,Consumer Budget
CUST-1506,35,26-35,Male,Miami,South,Consumer Budget
CUST-4901,40,36-50,Female,New York,North East,SMB
CUST-5484,26,26-35,Male,Philadelphia,North East,SMB
CUST-3537,45,36-50,Female,Detroit,Midwest,Consumer Premium
CUST-2127,37,36-50,Male,Detroit,Midwest,Consumer Premium
CUST-8444,40,36-50,Male,San Francisco,West,Consumer Premium
CUST-3877,33,26-35,Male,New York,North East,SMB
CUST-8478,29,26-35,Female,San Francisco,West,Consumer Budget
CUST-8939,18,18-25,Female,Minneapolis,Midwest,B2B Enterprise
CUST-2034,38,36-50,Female,San Francisco,West,Consumer Budget
CUST-5519,64,51-65,Male,Philadelphia,North East,SMB
CUST-8753,31,26-35,Male,Los Angeles,West,SMB
CUST-3403,36,36-50,Female,Minneapolis,Midwest,Consumer Premium
CUST-9192,75,65+,Female,Detroit,Midwest,SMB
CUST-5761,42,36-50,Male,San Francisco,West,B2B Enterprise
CUST-3205,35,26-35,Female,Detroit,Midwest,SMB
CUST-3517,18,18-25,Female,Minneapolis,Midwest,B2B Enterprise
CUST-3386,61,51-65,Male,Boston,North East,Consumer Premium
CUST-2054,28,26-35,Female,San Francisco,West,B2B Enterprise
CUST-1743,65,51-65,Female,Boston,North East,Consumer Budget
CUST-2939,48,36-50,Female,Chicago,Midwest,Consumer Premium
CUST-1148,23,18-25,Female,Dallas,South,SMB
CUST-6159,32,26-35,Male,Atlanta,South,Consumer Budget
CUST-5537,52,51-65,Male,Chicago,Midwest,Consumer Budget
CUST-5589,60,51-65,Female,San Francisco,West,SMB
CUST-9646,52,51-65,Female,Boston,North East,B2B Enterprise
CUST-3049,18,18-25,Other,San Francisco,West,Consumer Budget
CUST-3036,44,36-50,Male,Dallas,South,SMB
CUST-6496,41,36-50,Female,Los Angeles,West,Consumer Budget
CUST-2567,33,26-35,Male,Chicago,Midwest,Consumer Premium
CUST-2217,54,51-65,Non-Binary,Miami,South,SMB
CUST-8779,48,36-50,Male,Minneapolis,Midwest,Consumer Premium
CUST-9081,27,26-35,Male,Philadelphia,North East,SMB
CUST-6161,18,18-25,Female,Detroit,Midwest,SMB
CUST-5512,50,36-50,Female,Seattle,West,Consumer Premium
CUST-9009,33,26-35,Male,Atlanta,South,Consumer Budget
CUST-7695,33,26-35,Male,Philadelphia,North East,Consumer Premium
CUST-9333,55,51-65,Female,Detroit,Midwest,SMB
CUST-6436,63,51-65,Male,Los Angeles,West,Consumer Budget
CUST-7652,42,36-50,Male,New York,North East,B2B Enterprise
CUST-4445,43,36-50,Female,Dallas,South,B2B Enterprise
CUST-5306,41,36-50,Female,Los Angeles,West,Consumer Budget
CUST-3160,35,26-35,Female,Minneapolis,Midwest,Consumer Budget
CUST-9708,36,36-50,Female,Miami,South,Consumer Budget
CUST-7351,48,36-50,Female,Atlanta,South,SMB
CUST-6218,32,26-35,Female,Atlanta,South,Consumer Budget
CUST-1878,40,36-50,Female,Boston,North East,Consumer Budget
CUST-6671,51,51-65,Male,Miami,South,SMB
CUST-9078,36,36-50,Male,Atlanta,South,Consumer Premium
CUST-1210,23,18-25,Male,Philadelphia,North East,Consumer Budget
CUST-1028,28,26-35,Male,Seattle,West,SMB
CUST-1412,44,36-50,Female,Detroit,Midwest,Consumer Budget
CUST-4854,30,26-35,Male,Atlanta,South,Consumer Budget
CUST-9200,36,36-50,Female,Boston,North East,Consumer Premium
CUST-3952,49,36-50,Female,Los Angeles,West,SMB
CUST-9641,26,26-35,Female,Boston,North East,B2B Enterprise
CUST-6243,24,18-25,Male,Seattle,West,SMB
CUST-5702,33,26-35,Female,Chicago,Midwest,SMB
CUST-3273,40,36-50,Female,Detroit,Midwest,Consumer Budget
CUST-9142,20,18-25,Male,Dallas,South,B2B Enterprise
CUST-5368,47,36-50,Female,Seattle,West,B2B Enterprise
CUST-8360,33,26-35,Female,San Francisco,West,Consumer Premium
CUST-3895,24,18-25,Female,Chicago,Midwest,B2B Enterprise
CUST-7951,19,18-25,Other,Chicago,Midwest,SMB
CUST-1271,21,18-25,Female,Minneapolis,Midwest,SMB
CUST-5032,33,26-35,Female,Los Angeles,West,SMB
CUST-4221,40,36-50,Non-Binary,Miami,South,SMB
CUST-9609,41,36-50,Male,Seattle,West,Consumer Premium
CUST-3053,57,51-65,Female,Minneapolis,Midwest,Consumer Premium
CUST-4903,27,26-35,Male,Philadelphia,North East,B2B Enterprise
CUST-7635,59,51-65,Male,Dallas,South,B2B Enterprise
CUST-3769,47,36-50,Female,San Francisco,West,Consumer Premium
CUST-9390,19,18-25,Male,New York,North East,Consumer Budget
CUST-4693,27,26-35,Female,Detroit,Midwest,Consumer Budget
CUST-7140,41,36-50,Other,Chicago,Midwest,SMB
CUST-3019,50,36-50,Male,Philadelphia,North East,SMB
CUST-7737,55,51-65,Male,Seattle,West,Consumer Budget
CUST-1490,71,65+,Non-Binary,Seattle,West,SMB
CUST-1768,30,26-35,Male,Atlanta,South,SMB
CUST-6711,35,26-35,Female,Dallas,South,Consumer Budget
CUST-8700,62,51-65,Female,Boston,North East,Consumer Premium
CUST-6477,18,18-25,Male,San Francisco,West,SMB
CUST-4380,18,18-25,Female,Dallas,South,Consumer Budget
CUST-7963,42,36-50,Male,New York,North East,SMB
CUST-8256,36,36-50,Female,Chicago,Midwest,SMB
CUST-2576,28,26-35,Male,Detroit,Midwest,B2B Enterprise
CUST-3779,31,26-35,Male,Atlanta,South,Consumer Budget
CUST-8680,23,18-25,Male,Seattle,West,Consumer Budget
CUST-1257,29,26-35,Female,Detroit,Midwest,Consumer Budget
CUST-1196,21,18-25,Male,Minneapolis,Midwest,B2B Enterprise
CUST-5983,48,36-50,Male,Dallas,South,Consumer Budget
CUST-6513,49,36-50,Female,Los Angeles,West,SMB
CUST-3197,38,36-50,Male,Miami,South,SMB
CUST-6120,44,36-50,Male,Miami,South,SMB
CUST-3563,49,36-50,Female,Seattle,West,Consumer Budget
CUST-5336,35,26-35,Non-Binary,Atlanta,South,Consumer Budget
CUST-7279,18,18-25,Male,Philadelphia,North East,B2B Enterprise
CUST-4520,41,36-50,Female,Los Angeles,West,Consumer Premium
CUST-1169,39,36-50,Female,Chicago,Midwest,Consumer Budget
CUST-7366,28,26-35,Female,Seattle,West,Consumer Budget
CUST-2638,29,26-35,Male,Philadelphia,North East,Consumer Budget
CUST-9990,30,26-35,Male,Seattle,West,Consumer Budget
CUST-2415,32,26-35,Female,Boston,North East,Consumer Budget
CUST-2586,26,26-35,Female,Philadelphia,North East,Consumer Budget
CUST-8191,39,36-50,Male,San Francisco,West,SMB
CUST-2184,43,36-50,Male,Dallas,South,Consumer Budget
CUST-8865,35,26-35,Male,San Francisco,West,Consumer Budget
CUST-4663,19,18-25,Male,San Francisco,West,SMB
CUST-8229,45,36-50,Female,Seattle,West,Consumer Budget
CUST-4289,26,26-35,Female,Los Angeles,West,Consumer Budget
CUST-5795,51,51-65,Female,Detroit,Midwest,SMB
CUST-9136,29,26-35,Female,Detroit,Midwest,SMB
CUST-2461,54,51-65,Male,New York,North East,B2B Enterprise
CUST-3976,60,51-65,Female,Dallas,South,Consumer Premium
CUST-6545,27,26-35,Male,Minneapolis,Midwest,Consumer Premium
CUST-1472,42,36-50,Female,Miami,South,Consumer Premium
CUST-4861,40,36-50,Female,Seattle,West,B2B Enterprise
CUST-2986,52,51-65,Male,Seattle,West,SMB
CUST-8531,33,26-35,Female,Philadelphia,North East,Consumer Premium
CUST-1677,41,36-50,Female,Seattle,West,Consumer Premium
CUST-9369,51,51-65,Female,Boston,North East,B2B Enterprise
CUST-4856,46,36-50,Male,Atlanta,South,Consumer Budget
CUST-5994,54,51-65,Male,Miami,South,B2B Enterprise
CUST-3297,34,26-35,Male,Philadelphia,North East,B2B Enterprise
CUST-2277,41,36-50,Male,Philadelphia,North East,SMB
CUST-8652,22,18-25,Male,Boston,North East,SMB
CUST-1402,51,51-65,Male,San Francisco,West,Consumer Budget
CUST-2076,46,36-50,Female,Atlanta,South,SMB
CUST-8111,41,36-50,Male,New York,North East,SMB
CUST-9356,43,36-50,Female,San Francisco,West,B2B Enterprise
CUST-6154,59,51-65,Male,San Francisco,West,B2B Enterprise
CUST-4845,35,26-35,Male,Atlanta,South,Consumer Premium
CUST-8394,49,36-50,Male,San Francisco,West,Consumer Premium
CUST-3693,39,36-50,Female,Boston,North East,Consumer Premium
CUST-7929,55,51-65,Male,Boston,North East,SMB
CUST-6612,44,36-50,Male,Detroit,Midwest,B2B Enterprise
CUST-8997,60,51-65,Female,Philadelphia,North East,B2B Enterprise
CUST-8976,25,18-25,Male,Seattle,West,SMB
CUST-7525,44,36-50,Male,Philadelphia,North East,SMB
CUST-7112,35,26-35,Female,Detroit,Midwest,B2B Enterprise
CUST-2686,42,36-50,Male,New York,North East,SMB
CUST-2828,27,26-35,Male,Seattle,West,Consumer Budget
CUST-9986,48,36-50,Male,Dallas,South,SMB
CUST-5370,26,26-35,Female,Chicago,Midwest,Consumer Budget
CUST-3095,41,36-50,Female,San Francisco,West,Consumer Premium
CUST-1043,47,36-50,Female,San Francisco,West,SMB
CUST-3857,25,18-25,Male,Miami,South,Consumer Budget
CUST-8834,28,26-35,Female,Los Angeles,West,B2B Enterprise
CUST-6651,39,36-50,Female,Los Angeles,West,SMB
CUST-1072,26,26-35,Male,Miami,South,Consumer Budget
CUST-7400,43,36-50,Male,Philadelphia,North East,SMB
CUST-7655,48,36-50,Female,Seattle,West,SMB
CUST-2117,25,18-25,Female,Philadelphia,North East,Consumer Premium
CUST-5240,53,51-65,Female,Minneapolis,Midwest,Consumer Budget
CUST-2472,45,36-50,Male,Minneapolis,Midwest,Consumer Premium
CUST-7643,39,36-50,Male,Miami,South,Consumer Premium
CUST-6150,40,36-50,Female,Detroit,Midwest,SMB
CUST-7103,48,36-50,Male,Detroit,Midwest,Consumer Budget
CUST-3951,53,51-65,Male,Chicago,Midwest,Consumer Premium
CUST-8577,55,51-65,Male,Miami,South,Consumer Budget
CUST-3396,29,26-35,Female,Los Angeles,West,Consumer Premium
CUST-4418,31,26-35,Female,San Francisco,West,SMB
CUST-1717,30,26-35,Other,Los Angeles,West,Consumer Premium
CUST-4730,19,18-25,Male,Chicago,Midwest,Consumer Premium
CUST-7654,57,51-65,Male,Seattle,West,Consumer Premium
CUST-8785,48,36-50,Male,New York,North East,SMB
CUST-7549,22,18-25,Male,San Francisco,West,Consumer Premium
CUST-2537,53,51-65,Male,San Francisco,West,SMB
CUST-8088,37,36-50,Non-Binary,Boston,North East,Consumer Premium
CUST-7240,56,51-65,Female,Chicago,Midwest,SMB
CUST-6610,30,26-35,Non-Binary,Philadelphia,North East,SMB
CUST-6522,25,18-25,Male,Seattle,West,Consumer Budget
CUST-3616,45,36-50,Male,Seattle,West,Consumer Premium
CUST-6280,27,26-35,Male,Miami,South,Consumer Budget
CUST-5507,22,18-25,Female,Minneapolis,Midwest,Consumer Budget
CUST-4229,59,51-65,Non-Binary,Dallas,South,Consumer Budget
CUST-4060,27,26-35,Male,Detroit,Midwest,Consumer Premium
CUST-8484,41,36-50,Male,Detroit,Midwest,SMB
CUST-9563,37,36-50,Female,Miami,South,SMB
CUST-8054,30,26-35,Male,Dallas,South,SMB
CUST-8161,44,36-50,Female,Atlanta,South,SMB
CUST-9423,42,36-50,Male,Philadelphia,North East,B2B Enterprise
CUST-1208,28,26-35,Male,Atlanta,South,Consumer Premium
CUST-9793,36,36-50,Male,Chicago,Midwest,SMB
CUST-2476,54,51-65,Male,Atlanta,South,Consumer Budget
CUST-4492,33,26-35,Other,Los Angeles,West,Consumer Premium
CUST-1031,35,26-35,Non-Binary,Dallas,South,Consumer Budget
CUST-7082,31,26-35,Female,Minneapolis,Midwest,SMB
CUST-1143,42,36-50,Male,Atlanta,South,Consumer Budget
CUST-7373,27,26-35,Male,Boston,North East,SMB
CUST-7051,28,26-35,Female,Miami,South,Consumer Premium
CUST-9101,46,36-50,Non-Binary,New York,North East,Consumer Premium
CUST-7730,36,36-50,Male,Atlanta,South,B2B Enterprise
CUST-7294,18,18-25,Male,Atlanta,South,Consumer Premium
CUST-5451,27,26-35,Female,Dallas,South,Consumer Budget
CUST-1624,43,36-50,Female,Detroit,Midwest,Consumer Premium
CUST-5886,23,18-25,Female,Chicago,Midwest,Consumer Budget
CUST-2239,29,26-35,Male,Minneapolis,Midwest,Consumer Budget
CUST-9845,30,26-35,Male,Minneapolis,Midwest,SMB
CUST-9875,58,51-65,Female,Chicago,Midwest,Consumer Budget
CUST-8780,37,36-50,Female,San Francisco,West,Consumer Premium
CUST-1140,24,18-25,Female,Dallas,South,SMB
CUST-1738,25,18-25,Female,Detroit,Midwest,Consumer Premium
CUST-6694,51,51-65,Male,Boston,North East,Consumer Budget
CUST-3538,26,26-35,Female,Chicago,Midwest,Consumer Budget
CUST-9329,18,18-25,Male,Minneapolis,Midwest,Consumer Budget
CUST-8737,43,36-50,Female,Philadelphia,North East,Consumer Premium
CUST-5386,47,36-50,Male,Atlanta,South,Consumer Budget
CUST-7210,38,36-50,Female,Minneapolis,Midwest,SMB
CUST-7696,22,18-25,Male,Miami,South,Consumer Budget
CUST-5829,33,26-35,Female,San Francisco,West,SMB
CUST-9498,37,36-50,Non-Binary,Philadelphia,North East,Consumer Budget
CUST-8361,65,51-65,Female,Dallas,South,Consumer Budget
CUST-5540,39,36-50,Male,Detroit,Midwest,Consumer Premium
CUST-9071,37,36-50,Male,San Francisco,West,SMB
CUST-2199,42,36-50,Female,Boston,North East,SMB
CUST-3051,43,36-50,Male,Atlanta,South,SMB
CUST-3757,60,51-65,Male,Minneapolis,Midwest,SMB
CUST-6912,30,26-35,Female,Atlanta,South,Consumer Premium
CUST-2202,27,26-35,Female,Miami,South,Consumer Premium
CUST-9938,53,51-65,Male,Boston,North East,Consumer Premium
CUST-7960,64,51-65,Female,Boston,North East,SMB
CUST-9958,42,36-50,Female,New York,North East,Consumer Premium
CUST-6931,53,51-65,Female,Los Angeles,West,Consumer Budget
CUST-2286,42,36-50,Male,Atlanta,South,Consumer Premium
CUST-4531,32,26-35,Female,Minneapolis,Midwest,SMB
CUST-1501,19,18-25,Female,Seattle,West,SMB
CUST-3966,46,36-50,Female,San Francisco,West,Consumer Budget
CUST-6315,53,51-65,Female,Atlanta,South,SMB
CUST-6928,22,18-25,Female,Detroit,Midwest,B2B Enterprise
CUST-5570,49,36-50,Male,San Francisco,West,Consumer Budget
CUST-8258,38,36-50,Male,Minneapolis,Midwest,Consumer Budget
CUST-3924,40,36-50,Female,Detroit,Midwest,Consumer Budget
CUST-1680,60,51-65,Male,New York,North East,Consumer Premium
CUST-4506,49,36-50,Male,Chicago,Midwest,Consumer Budget
CUST-7512,24,18-25,Female,New York,North East,Consumer Budget
CUST-8183,52,51-65,Male,Dallas,South,Consumer Budget
CUST-9584,36,36-50,Non-Binary,New York,North East,SMB
CUST-1081,29,26-35,Female,Minneapolis,Midwest,SMB
CUST-2963,64,51-65,Male,Dallas,South,SMB
CUST-7080,31,26-35,Male,New York,North East,Consumer Premium
CUST-7666,30,26-35,Male,Boston,North East,Consumer Budget
CUST-3397,44,36-50,Male,New York,North East,Consumer Premium
CUST-7368,56,51-65,Male,Chicago,Midwest,B2B Enterprise
CUST-9018,40,36-50,Female,Dallas,South,Consumer Budget
CUST-6738,43,36-50,Male,Chicago,Midwest,Consumer Premium
CUST-2725,29,26-35,Male,Dallas,South,SMB
CUST-9017,48,36-50,Other,San Francisco,West,SMB
CUST-3957,28,26-35,Female,Atlanta,South,Consumer Budget
CUST-7810,36,36-50,Female,San Francisco,West,SMB
CUST-9062,54,51-65,Female,Minneapolis,Midwest,SMB
CUST-3718,54,51-65,Female,Detroit,Midwest,Consumer Premium
CUST-8419,36,36-50,Other,San Francisco,West,SMB
